profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,layers_above_wl,density_above_wl
78512,"[3.0, 7.0, 8.0, 4.0, 6.0, 4.0, 13.0, 6.0, 8.0, 9.0, 12.0, 4.5, 0.5]","[212.125, 210.0, 220.0, 222.5, 196.75, 212.125, 204.0, 171.0, 219.25, 204.0, 175.60395559732385, 158.0, 159.41582238929536]",6,13.0,"[6.0, 8.0, 9.0, 12.0, 4.5, 0.5]","[3.0, 10.0, 18.0, 22.0, 28.0, 32.0, 45.0, 51.0, 59.0, 68.0, 80.0, 84.5, 85.0]","[0.0, 3.0, 10.0, 18.0, 22.0, 28.0, 32.0, 45.0, 51.0, 59.0, 68.0, 80.0, 84.5]","[1.5, 1.0, 2.0, 1.5, 2.0, 1.5, 2.0, 1.0, 2.5, 2.0, 1.5, 1.0, 1.5]","[5, 5, 5, 5, 4, 5, 4, 4, 4, 4, 4, 4, 3]","[4, 5, 9, 5, 9, 4, 4, 5, 9, 4, 3, 4, 3]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.25]","[3.0, 5.0, 2.0, 5.0, 2.0, 4.0, 3.0, 2.0, 1.5, 1.5, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2013-03-05 10:30,28.0,5,2.0,45.0,3.0,1.0,197.7469839309005,"[171.0, 219.25, 204.0, 175.60395559732385, 158.0, 159.41582238929536]","[(171.0, 60.0), (219.25, 80.0), (204.0, 90.0), (175.60395559732385, 120.0), (158.0, 45.0), (159.41582238929536, 5.0)]",3.0,2,6,"[6.0, 8.0, 9.0, 12.0, 4.5, 0.5]","[171.0, 219.25, 204.0, 175.60395559732385, 158.0, 159.41582238929536]"
78639,"[5.0, 40.0, 43.0, 25.0, 1.0, 16.0, 25.0, 3.0, 2.0, 2.0, 8.0, 34.0, 1.0]","[191.375, 273.0, 250.0, 214.05538713582197, 440.0, 215.51749561875042, 181.0, 292.25, 130.25, 292.25, 132.0, 104.0, 292.25]",7,3.0,"[2.0, 2.0, 8.0, 34.0, 1.0]","[5.0, 45.0, 88.0, 113.0, 114.0, 130.0, 155.0, 158.0, 160.0, 162.0, 170.0, 204.0, 205.0]","[0.0, 5.0, 45.0, 88.0, 113.0, 114.0, 130.0, 155.0, 158.0, 160.0, 162.0, 170.0, 204.0]","[1.5, 3.5, 3.0, 3.0, 6.0, 2.5, 1.5, 5.0, 1.0, 4.5, 2.0, 1.5, 4.0]","[4, 4, 4, 3, 8, 4, 4, 7, 6, 7, 2, 1, 7]","[5, 4, 4, 4, 8, 3, 4, 7, 2, 7, 1, 2, 7]","[2.0, 1.5, 1.0, 0.8, nan, 0.8, 1.5, 1.5, 2.0, 1.5, 1.0, 1.5, 1.0]","[3.0, 2.5, 1.5, 1.0, nan, 1.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.5, 1.5]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",2013-03-22 08:00,28.0,3,1.0,158.0,1.0,3.0,100.9123351677189,"[130.25, 292.25, 132.0, 104.0, 292.25]","[(130.25, 20.0), (292.25, 20.0), (132.0, 80.0), (104.0, 340.0), (292.25, 10.0)]",1.0,2,5,"[2.0, 2.0, 8.0, 34.0, 1.0]","[130.25, 292.25, 132.0, 104.0, 292.25]"
78644,"[60.0, 24.0, 15.0, 4.0, 2.0, 45.0, 8.0]","[223.875, 270.1875, 167.40359922257957, 155.51, 312.0, 144.6008998056449, 86.0]",5,45.0,[8.0],"[60.0, 84.0, 99.0, 103.0, 105.0, 150.0, 158.0]","[0.0, 60.0, 84.0, 99.0, 103.0, 105.0, 150.0]","[2.5, 2.0, 2.0, 1.0, 4.0, 2.0, 1.0]","[7, 7, 3, 3, 7, 2, 1]","[5, 4, 3, 3, 7, 3, 2]","[3.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0]","[3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0]","[0, 1, 0, 0, 0, 0, 0]",2013-03-25 08:30,32.0,2,1.0,150.0,1.0,3.0,80.0,[86.0],"[(86.0, 80.0)]",1.0,2,1,[8.0],[86.0]
78690,"[20.0, 51.0, 4.0, 14.0, 4.0, 11.0, 6.0]","[247.5, 227.25, 298.9375, 174.55248685625125, 287.4319490264132, 86.0, 114.0]",4,4.0,"[11.0, 6.0]","[20.0, 71.0, 75.0, 89.0, 93.0, 104.0, 110.0]","[0.0, 20.0, 71.0, 75.0, 89.0, 93.0, 104.0]","[2.5, 2.0, 4.5, 2.5, 4.0, 1.0, 1.5]","[5, 5, 7, 3, 7, 1, 2]","[5, 4, 4, 2, 3, 2, 1]","[4.0, 2.0, 1.0, 0.5, 1.0, 1.0, 0.5]","[8.0, 4.0, 2.0, 1.0, 1.5, 2.0, 1.0]","[0, 0, 1, 0, 1, 0, 0]",2013-03-30 10:00,38.0,2,1.0,93.0,1.0,3.0,80.0,"[86.0, 114.0]","[(86.0, 110.0), (114.0, 60.0)]",1.0,2,2,"[11.0, 6.0]","[86.0, 114.0]"
78937,"[13.0, 7.0, 19.0, 10.0, 2.0, 27.0, 1.0, 4.0]","[181.0, 292.25, 181.06998247500167, 194.8508998056449, 181.06998247500167, 181.0, 181.06998247500167, 81.0]",-1,,"[13.0, 7.0, 19.0, 10.0, 2.0, 27.0, 1.0, 4.0]","[13.0, 20.0, 39.0, 49.0, 51.0, 78.0, 79.0, 83.0]","[0.0, 13.0, 20.0, 39.0, 49.0, 51.0, 78.0, 79.0]","[1.5, 3.0, 2.5, 2.0, 2.5, 1.5, 2.5, 1.0]","[4, 7, 3, 4, 3, 4, 3, 1]","[4, 7, 3, 3, 3, 4, 3, 1]","[1.0, 1.0, 0.25, 0.5, 0.25, 1.0, 0.5, 1.0]","[2.0, 3.0, 0.5, 1.0, 0.5, 2.0, 0.5, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0]",2013-12-01 11:15,35.0,7,0.0,83.0,3.0,1.0,878.8754841373355,"[181.0, 292.25, 181.06998247500167, 194.8508998056449, 181.06998247500167, 181.0, 181.06998247500167, 81.0]","[(181.0, 130.0), (292.25, 70.0), (181.06998247500167, 190.0), (194.8508998056449, 100.0), (181.06998247500167, 20.0), (181.0, 270.0), (181.06998247500167, 10.0), (81.0, 40.0)]",3.0,2,8,"[13.0, 7.0, 19.0, 10.0, 2.0, 27.0, 1.0, 4.0]","[181.0, 292.25, 181.06998247500167, 194.8508998056449, 181.06998247500167, 181.0, 181.06998247500167, 81.0]"
78949,"[2.0, 3.0, 20.0, 45.0, 14.0, 16.0]","[292.25, 204.0, 214.05538713582197, 167.40359922257957, 167.40359922257957, 194.80538713582197]",-1,,"[2.0, 3.0, 20.0, 45.0, 14.0, 16.0]","[2.0, 5.0, 25.0, 70.0, 84.0, 100.0]","[0.0, 2.0, 5.0, 25.0, 70.0, 84.0]","[4.0, 2.0, 3.0, 2.0, 2.0, 3.0]","[7, 4, 3, 3, 3, 3]","[7, 4, 4, 3, 3, 2]","[3.0, 1.0, 0.5, 0.2, 0.5, 0.5]","[3.0, 2.0, 1.0, 0.5, 0.5, 0.5]","[1, 0, 0, 0, 0, 0]",2013-12-03 11:00,43.0,7,0.0,100.0,3.0,1.0,878.8754841373355,"[292.25, 204.0, 214.05538713582197, 167.40359922257957, 167.40359922257957, 194.80538713582197]","[(292.25, 20.0), (204.0, 30.0), (214.05538713582197, 200.0), (167.40359922257957, 450.0), (167.40359922257957, 140.0), (194.80538713582197, 160.0)]",3.0,2,6,"[2.0, 3.0, 20.0, 45.0, 14.0, 16.0]","[292.25, 204.0, 214.05538713582197, 167.40359922257957, 167.40359922257957, 194.80538713582197]"
79039,"[11.0, 6.0, 8.0, 11.0, 10.0, 9.0, 12.0, 7.0, 12.0, 4.0, 2.0]","[259.0, 250.0, 204.0, 227.0, 204.0, 204.0, 227.0, 204.0, 232.12522605741117, 214.05538713582197, 157.3775]",-1,,"[11.0, 6.0, 8.0, 11.0, 10.0, 9.0, 12.0, 7.0, 12.0, 4.0, 2.0]","[11.0, 17.0, 25.0, 36.0, 46.0, 55.0, 67.0, 74.0, 86.0, 90.0, 92.0]","[0.0, 11.0, 17.0, 25.0, 36.0, 46.0, 55.0, 67.0, 74.0, 86.0, 90.0]","[4.0, 3.0, 2.0, 2.5, 2.0, 2.0, 2.5, 2.0, 3.5, 3.0, 1.0]","[9, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4]","[9, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3]","[2.0, 0.5, 1.0, 1.0, 1.5, 1.5, 1.5, 1.0, 0.25, 0.25, 0.5]","[3.0, 1.0, 1.5, 1.5, 2.0, 1.5, 1.5, 1.5, 0.5, 0.5, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2013-12-16 08:30,38.0,7,0.0,92.0,3.0,1.0,878.8754841373355,"[259.0, 250.0, 204.0, 227.0, 204.0, 204.0, 227.0, 204.0, 232.12522605741117, 214.05538713582197, 157.3775]","[(259.0, 110.0), (250.0, 60.0), (204.0, 80.0), (227.0, 110.0), (204.0, 100.0), (204.0, 90.0), (227.0, 120.0), (204.0, 70.0), (232.12522605741117, 120.0), (214.05538713582197, 40.0), (157.3775, 20.0)]",3.0,2,11,"[11.0, 6.0, 8.0, 11.0, 10.0, 9.0, 12.0, 7.0, 12.0, 4.0, 2.0]","[259.0, 250.0, 204.0, 227.0, 204.0, 204.0, 227.0, 204.0, 232.12522605741117, 214.05538713582197, 157.3775]"
79044,"[3.0, 11.0, 3.0, 8.0, 15.0, 26.0, 6.0, 2.0, 2.0, 1.0]","[123.25, 357.25, 211.0, 294.4375, 268.25, 151.75, 139.25, 160.75, 151.75, 158.0]",-1,,"[3.0, 11.0, 3.0, 8.0, 15.0, 26.0, 6.0, 2.0, 2.0, 1.0]","[3.0, 14.0, 17.0, 25.0, 40.0, 66.0, 72.0, 74.0, 76.0, 77.0]","[0.0, 3.0, 14.0, 17.0, 25.0, 40.0, 66.0, 72.0, 74.0, 76.0]","[1.0, 5.0, 2.5, 5.0, 4.0, 1.0, 1.0, 1.5, 1.0, 1.0]","[7, 7, 7, 7, 9, 4, 9, 9, 4, 4]","[9, 9, 9, 9, 4, 9, 4, 4, 9, 4]","[1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[3.0, 2.5, 2.5, 2.5, 2.0, 2.0, 2.0, 2.0, 2.0, 1.5]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2013-12-16 11:15,37.0,7,0.0,77.0,3.0,1.0,878.8754841373355,"[123.25, 357.25, 211.0, 294.4375, 268.25, 151.75, 139.25, 160.75, 151.75, 158.0]","[(123.25, 30.0), (357.25, 110.0), (211.0, 30.0), (294.4375, 80.0), (268.25, 150.0), (151.75, 260.0), (139.25, 60.0), (160.75, 20.0), (151.75, 20.0), (158.0, 10.0)]",3.0,2,10,"[3.0, 11.0, 3.0, 8.0, 15.0, 26.0, 6.0, 2.0, 2.0, 1.0]","[123.25, 357.25, 211.0, 294.4375, 268.25, 151.75, 139.25, 160.75, 151.75, 158.0]"
79070,"[12.0, 1.0, 15.0, 1.0, 5.0, 10.0, 4.0, 3.0, 1.0, 1.0, 2.0, 7.0]","[222.5, 440.0, 273.4375, 269.5, 273.4375, 240.25, 211.0, 281.6875, 211.75, 440.0, 225.25, 115.25]",-1,,"[12.0, 1.0, 15.0, 1.0, 5.0, 10.0, 4.0, 3.0, 1.0, 1.0, 2.0, 7.0]","[12.0, 13.0, 28.0, 29.0, 34.0, 44.0, 48.0, 51.0, 52.0, 53.0, 55.0, 62.0]","[0.0, 12.0, 13.0, 28.0, 29.0, 34.0, 44.0, 48.0, 51.0, 52.0, 53.0, 55.0]","[1.5, 6.0, 3.0, 3.5, 3.0, 3.0, 2.5, 3.0, 2.0, 6.0, 3.0, 1.0]","[5, 8, 7, 7, 7, 7, 7, 7, 4, 8, 9, 2]","[5, 8, 9, 9, 9, 9, 9, 4, 5, 8, 4, 4]","[3.0, nan, 2.0, 1.0, 1.0, 1.0, 1.5, 1.5, 1.5, nan, 1.0, 0.5]","[4.0, nan, 3.0, 1.5, 2.5, 3.0, 3.0, 2.5, 2.5, nan, 1.5, 1.5]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2013-12-24 10:30,35.0,7,0.0,62.0,3.0,1.0,878.8754841373355,"[222.5, 440.0, 273.4375, 269.5, 273.4375, 240.25, 211.0, 281.6875, 211.75, 440.0, 225.25, 115.25]","[(222.5, 120.0), (440.0, 10.0), (273.4375, 150.0), (269.5, 10.0), (273.4375, 50.0), (240.25, 100.0), (211.0, 40.0), (281.6875, 30.0), (211.75, 10.0), (440.0, 10.0), (225.25, 20.0), (115.25, 70.0)]",3.0,2,12,"[12.0, 1.0, 15.0, 1.0, 5.0, 10.0, 4.0, 3.0, 1.0, 1.0, 2.0, 7.0]","[222.5, 440.0, 273.4375, 269.5, 273.4375, 240.25, 211.0, 281.6875, 211.75, 440.0, 225.25, 115.25]"
79280,"[14.0, 1.0, 33.0, 13.0, 23.0, 5.0, 9.0, 1.0]","[292.25, 120.0, 181.0, 290.2444490264132, 181.06998247500167, 232.12522605741117, 101.0, 144.6008998056449]",-1,,"[14.0, 1.0, 33.0, 13.0, 23.0, 5.0, 9.0, 1.0]","[14.0, 15.0, 48.0, 61.0, 84.0, 89.0, 98.0, 99.0]","[0.0, 14.0, 15.0, 48.0, 61.0, 84.0, 89.0, 98.0]","[4.0, 1.0, 1.5, 4.0, 2.5, 3.5, 1.0, 2.0]","[7, 0, 4, 4, 3, 3, 2, 2]","[7, 0, 4, 3, 3, 3, 2, 3]","[1.0, 2.0, 1.0, 0.5, 5.0, 0.25, 1.0, 0.5]","[2.0, 2.0, 2.0, 0.5, 5.0, 0.5, 1.0, 1.0]","[1, 0, 0, 0, 0, 0, 0, 0]",2014-01-12 14:15,30.0,7,0.0,99.0,3.0,1.0,878.8754841373355,"[292.25, 120.0, 181.0, 290.2444490264132, 181.06998247500167, 232.12522605741117, 101.0, 144.6008998056449]","[(292.25, 140.0), (120.0, 10.0), (181.0, 330.0), (290.2444490264132, 130.0), (181.06998247500167, 230.0), (232.12522605741117, 50.0), (101.0, 90.0), (144.6008998056449, 10.0)]",3.0,2,8,"[14.0, 1.0, 33.0, 13.0, 23.0, 5.0, 9.0, 1.0]","[292.25, 120.0, 181.0, 290.2444490264132, 181.06998247500167, 232.12522605741117, 101.0, 144.6008998056449]"
79329,"[8.0, 16.0, 38.0, 44.0, 24.0, 3.0, 34.0, 15.0]","[292.25, 214.05538713582197, 192.55248685625125, 167.40359922257957, 155.51, 167.40359922257957, 141.8825, 167.40359922257957]",6,34.0,[15.0],"[8.0, 24.0, 62.0, 106.0, 130.0, 133.0, 167.0, 182.0]","[0.0, 8.0, 24.0, 62.0, 106.0, 130.0, 133.0, 167.0]","[1.0, 3.0, 2.5, 2.0, 1.0, 2.0, 1.0, 2.0]","[7, 3, 3, 3, 3, 3, 3, 3]","[7, 4, 4, 3, 3, 3, 2, 3]","[2.0, 0.5, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25]","[4.0, 0.5, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25]","[1, 0, 0, 0, 0, 0, 0, 0]",2014-01-16 09:15,34.0,3,1.0,167.0,1.0,3.0,100.9123351677189,[167.40359922257957],"[(167.40359922257957, 150.0)]",1.0,2,1,[15.0],[167.40359922257957]
79353,"[31.0, 40.0, 15.0, 14.0, 7.0, 13.0, 15.0, 15.0]","[214.05538713582197, 232.12522605741117, 202.0738495144293, 192.55248685625125, 202.0738495144293, 119.0, 129.6008998056449, 81.0]",5,13.0,"[15.0, 15.0]","[31.0, 71.0, 86.0, 100.0, 107.0, 120.0, 135.0, 150.0]","[0.0, 31.0, 71.0, 86.0, 100.0, 107.0, 120.0, 135.0]","[3.0, 3.5, 3.0, 2.5, 3.0, 1.5, 2.0, 1.0]","[3, 3, 3, 3, 3, 2, 1, 1]","[4, 3, 3, 4, 3, 2, 3, 1]","[0.5, 0.25, 0.25, 0.5, 0.25, 1.0, 0.5, 1.0]","[0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2014-01-17 11:00,43.0,2,1.0,120.0,1.0,3.0,80.0,"[129.6008998056449, 81.0]","[(129.6008998056449, 150.0), (81.0, 150.0)]",1.0,2,2,"[15.0, 15.0]","[129.6008998056449, 81.0]"
79431,"[27.0, 60.0, 50.0, 10.0, 5.0, 35.0]","[272.9777961056527, 192.55248685625125, 214.05538713582197, 202.0738495144293, 137.0, 81.0]",4,5.0,[35.0],"[27.0, 87.0, 137.0, 147.0, 152.0, 187.0]","[0.0, 27.0, 87.0, 137.0, 147.0, 152.0]","[4.0, 2.5, 3.0, 3.0, 2.0, 1.0]","[3, 3, 3, 3, 2, 1]","[3, 4, 4, 3, 2, 1]","[0.25, 0.5, 0.5, 0.5, 1.0, 1.0]","[0.5, 1.0, 0.5, 0.5, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]",2014-01-27 15:00,39.0,2,1.0,152.0,1.0,3.0,80.0,[81.0],"[(81.0, 350.0)]",1.0,2,1,[35.0],[81.0]
79434,"[41.0, 50.0, 40.0, 10.0, 35.0, 20.0]","[268.25, 290.2444490264132, 175.0, 202.0738495144293, 272.9777961056527, 81.0]",4,35.0,[20.0],"[41.0, 91.0, 131.0, 141.0, 176.0, 196.0]","[0.0, 41.0, 91.0, 131.0, 141.0, 176.0]","[4.0, 4.0, 2.0, 3.0, 4.0, 1.0]","[9, 4, 9, 3, 3, 1]","[4, 3, 9, 3, 3, 1]","[0.5, 0.5, 0.5, 0.5, 0.5, 1.0]","[0.5, 0.5, 1.0, 0.5, 0.5, 2.0]","[0, 0, 0, 0, 0, 0]",2014-01-28 12:00,41.0,2,1.0,176.0,1.0,3.0,80.0,[81.0],"[(81.0, 200.0)]",1.0,2,1,[20.0],[81.0]
79452,"[5.0, 10.0, 45.0, 8.0, 20.0, 5.0, 14.0, 18.0]","[292.25, 210.0, 259.0, 214.05538713582197, 159.41582238929536, 214.05538713582197, 119.0, 101.0]",6,14.0,[18.0],"[5.0, 15.0, 60.0, 68.0, 88.0, 93.0, 107.0, 125.0]","[0.0, 5.0, 15.0, 60.0, 68.0, 88.0, 93.0, 107.0]","[2.5, 1.0, 4.0, 3.0, 1.5, 3.0, 1.5, 1.0]","[7, 5, 9, 3, 3, 3, 2, 2]","[7, 5, 9, 4, 3, 4, 2, 2]","[1.0, 2.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0]","[2.0, 3.0, 1.0, 0.75, 0.5, 0.75, 1.0, 1.0]","[1, 0, 0, 0, 0, 0, 0, 0]",2014-01-29 10:00,33.0,3,1.0,120.0,1.0,3.0,100.9123351677189,[101.0],"[(101.0, 180.0)]",1.0,2,1,[18.0],[101.0]
79551,"[10.0, 64.0, 40.0, 4.0, 2.0, 12.0, 22.0, 2.0, 5.0, 20.0, 4.0, 2.0]","[251.0, 376.0, 249.5, 250.0, 296.0, 264.25, 241.75, 167.40359922257957, 326.42346393368337, 141.8825, 272.9777961056527, 86.0]",9,20.0,"[4.0, 2.0]","[10.0, 74.0, 114.0, 118.0, 120.0, 132.0, 154.0, 156.0, 161.0, 181.0, 185.0, 187.0]","[0.0, 10.0, 74.0, 114.0, 118.0, 120.0, 132.0, 154.0, 156.0, 161.0, 181.0, 185.0]","[3.0, 5.0, 3.0, 3.0, 4.0, 3.5, 3.0, 2.0, 4.5, 1.0, 4.0, 1.0]","[7, 7, 4, 4, 4, 4, 4, 3, 3, 3, 3, 1]","[5, 7, 7, 4, 4, 9, 9, 3, 3, 2, 3, 2]","[2.0, 1.5, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 1.0, 0.25, 1.0]","[3.0, 2.0, 2.0, 1.5, 1.0, 1.5, 1.5, 1.0, 1.0, 1.5, 0.5, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2014-02-06 09:00,34.0,2,2.0,181.0,1.0,3.0,80.0,"[272.9777961056527, 86.0]","[(272.9777961056527, 40.0), (86.0, 20.0)]",1.0,2,2,"[4.0, 2.0]","[272.9777961056527, 86.0]"
79580,"[5.0, 25.0, 9.0, 27.5, 0.5, 17.5, 0.5, 20.0, 1.0, 8.5, 0.5, 27.0, 2.5, 0.5, 28.0, 19.0, 7.5, 0.5]","[153.5, 133.0, 238.0, 225.25, 140.0, 219.25, 140.0, 242.34391954305838, 232.12522605741117, 214.05538713582197, 140.0, 159.80269941693467, 149.8825, 140.0, 141.8825, 159.41582238929536, 86.0, 125.25]",4,0.5,"[17.5, 0.5, 20.0, 1.0, 8.5, 0.5, 27.0, 2.5, 0.5, 28.0, 19.0, 7.5, 0.5]","[5.0, 30.0, 39.0, 66.5, 67.0, 84.5, 85.0, 105.0, 106.0, 114.5, 115.0, 142.0, 144.5, 145.0, 173.0, 192.0, 199.5, 200.0]","[0.0, 5.0, 30.0, 39.0, 66.5, 67.0, 84.5, 85.0, 105.0, 106.0, 114.5, 115.0, 142.0, 144.5, 145.0, 173.0, 192.0, 199.5]","[1.5, 1.0, 3.5, 3.0, 1.0, 2.5, 1.0, 3.5, 3.5, 3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.5, 1.0, 1.0]","[9, 9, 9, 9, 6, 4, 6, 3, 3, 3, 6, 3, 3, 6, 3, 3, 1, 6]","[7, 9, 9, 4, 6, 9, 6, 4, 3, 4, 6, 2, 9, 6, 2, 3, 2, 1]","[1.0, 1.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0]","[3.0, 2.5, 1.0, 1.5, 2.0, 1.2, 5.0, 1.0, 0.3, 0.75, 2.0, 0.5, 1.25, 2.0, 1.0, 0.3, 3.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2014-02-11 13:45,32.0,3,1.0,67.0,1.0,3.0,100.9123351677189,"[219.25, 140.0, 242.34391954305838, 232.12522605741117, 214.05538713582197, 140.0, 159.80269941693467, 149.8825, 140.0, 141.8825, 159.41582238929536, 86.0, 125.25]","[(219.25, 175.0), (140.0, 5.0), (242.34391954305838, 200.0), (232.12522605741117, 10.0), (214.05538713582197, 85.0), (140.0, 5.0), (159.80269941693467, 270.0), (149.8825, 25.0), (140.0, 5.0), (141.8825, 280.0), (159.41582238929536, 190.0), (86.0, 75.0), (125.25, 5.0)]",1.0,2,13,"[17.5, 0.5, 20.0, 1.0, 8.5, 0.5, 27.0, 2.5, 0.5, 28.0, 19.0, 7.5, 0.5]","[219.25, 140.0, 242.34391954305838, 232.12522605741117, 214.05538713582197, 140.0, 159.80269941693467, 149.8825, 140.0, 141.8825, 159.41582238929536, 86.0, 125.25]"
79631,"[12.0, 26.0, 21.0, 7.0, 13.0, 19.0]","[235.0, 259.0, 250.0, 292.25, 119.0, 81.0]",3,7.0,"[13.0, 19.0]","[12.0, 38.0, 59.0, 66.0, 79.0, 98.0]","[0.0, 12.0, 38.0, 59.0, 66.0, 79.0]","[2.0, 4.0, 3.0, 4.5, 1.5, 1.0]","[5, 9, 4, 7, 2, 1]","[5, 9, 4, 7, 2, 1]","[2.0, 1.0, 0.5, 0.5, 1.0, 2.0]","[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[0, 0, 0, 1, 0, 0]",2014-02-14 12:00,34.0,2,1.0,66.0,1.0,3.0,80.0,"[119.0, 81.0]","[(119.0, 130.0), (81.0, 190.0)]",1.0,2,2,"[13.0, 19.0]","[119.0, 81.0]"
79698,"[11.0, 1.0, 1.0, 6.0, 4.0, 22.0, 30.0, 30.0, 4.0, 7.0, 5.0, 3.0, 2.0, 1.0, 4.0, 7.0, 3.0, 1.0, 1.0, 1.0, 6.0, 1.0, 2.0]","[310.0, 440.0, 310.0, 260.0, 310.0, 235.0, 259.0, 250.0, 175.0, 262.78130651435276, 158.0, 204.0, 155.51, 217.0, 272.9777961056527, 141.8825, 331.75, 292.25, 202.0738495144293, 440.0, 141.8825, 194.80538713582197, 86.0]",11,3.0,"[2.0, 1.0, 4.0, 7.0, 3.0, 1.0, 1.0, 1.0, 6.0, 1.0, 2.0]","[11.0, 12.0, 13.0, 19.0, 23.0, 45.0, 75.0, 105.0, 109.0, 116.0, 121.0, 124.0, 126.0, 127.0, 131.0, 138.0, 141.0, 142.0, 143.0, 144.0, 150.0, 151.0, 153.0]","[0.0, 11.0, 12.0, 13.0, 19.0, 23.0, 45.0, 75.0, 105.0, 109.0, 116.0, 121.0, 124.0, 126.0, 127.0, 131.0, 138.0, 141.0, 142.0, 143.0, 144.0, 150.0, 151.0]","[5.0, 6.0, 5.0, 3.0, 5.0, 2.0, 4.0, 3.0, 2.0, 3.5, 1.0, 2.0, 1.0, 3.0, 4.0, 1.0, 5.0, 5.0, 3.0, 6.0, 1.0, 3.0, 1.0]","[5, 8, 5, 5, 5, 5, 9, 4, 9, 4, 4, 4, 3, 9, 3, 3, 4, 7, 3, 8, 3, 3, 1]","[5, 8, 5, 5, 5, 5, 9, 4, 9, 3, 4, 4, 3, 9, 3, 2, 9, 7, 3, 8, 2, 2, 2]","[1.5, nan, 2.0, 2.0, 3.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.5, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 3.0, 0.5, nan, 0.5, 0.5, 1.0]","[4.0, nan, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 2.0, 3.0, 2.0, 2.0, 1.5, 1.0, 4.0, 1.0, 2.0, 4.0, 0.5, nan, 0.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2014-02-20 09:00,34.0,2,1.0,125.0,1.0,3.0,80.0,"[155.51, 217.0, 272.9777961056527, 141.8825, 331.75, 292.25, 202.0738495144293, 440.0, 141.8825, 194.80538713582197, 86.0]","[(155.51, 20.0), (217.0, 10.0), (272.9777961056527, 40.0), (141.8825, 70.0), (331.75, 30.0), (292.25, 10.0), (202.0738495144293, 10.0), (440.0, 10.0), (141.8825, 60.0), (194.80538713582197, 10.0), (86.0, 20.0)]",1.0,2,11,"[2.0, 1.0, 4.0, 7.0, 3.0, 1.0, 1.0, 1.0, 6.0, 1.0, 2.0]","[155.51, 217.0, 272.9777961056527, 141.8825, 331.75, 292.25, 202.0738495144293, 440.0, 141.8825, 194.80538713582197, 86.0]"
