profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,layers_above_wl,density_above_wl
83814,"[12.0, 5.0, 1.0, 18.0, 8.0, 4.0, 3.0, 9.0, 3.0, 1.0, 1.0]","[293.1875, 204.0, 304.6875, 158.0, 159.41582238929536, 167.40359922257957, 232.12522605741117, 155.51, 114.6275, 81.0, 159.80269941693467]",5,4.0,"[3.0, 9.0, 3.0, 1.0, 1.0]","[12.0, 17.0, 18.0, 36.0, 44.0, 48.0, 51.0, 60.0, 63.0, 64.0, 65.0]","[0.0, 12.0, 17.0, 18.0, 36.0, 44.0, 48.0, 51.0, 60.0, 63.0, 64.0]","[4.0, 2.0, 5.0, 1.0, 1.5, 2.0, 3.5, 1.0, 1.0, 1.0, 2.0]","[7, 4, 7, 4, 3, 3, 3, 3, 2, 1, 3]","[4, 4, 4, 4, 3, 3, 3, 3, 3, 1, 2]","[1.0, 1.0, 1.0, 0.75, 0.25, 0.25, 0.25, 0.25, 0.5, 1.0, 0.5]","[2.0, 2.0, 1.5, 1.5, 0.5, 0.5, 0.25, 0.5, 0.75, 2.0, 0.5]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2017-11-28 10:00,31.0,3,1.0,48.0,1.0,2.0,100.9123351677189,"[232.12522605741117, 155.51, 114.6275, 81.0, 159.80269941693467]","[(232.12522605741117, 30.0), (155.51, 90.0), (114.6275, 30.0), (81.0, 10.0), (159.80269941693467, 10.0)]",1.0,1,5,"[3.0, 9.0, 3.0, 1.0, 1.0]","[232.12522605741117, 155.51, 114.6275, 81.0, 159.80269941693467]"
83816,"[10.0, 10.0, 7.5, 0.5, 3.0, 1.7999999999999972, 0.20000000000000284, 12.0, 18.0, 1.2999999999999972, 0.20000000000000284, 13.5, 2.0]","[139.25, 174.25, 151.75, 281.6875, 151.75, 293.1875, 440.0, 174.25, 215.51749561875042, 158.0, 259.0414555973238, 141.8825, 149.3118667919715]",8,18.0,"[1.2999999999999972, 0.20000000000000284, 13.5, 2.0]","[10.0, 20.0, 27.5, 28.0, 31.0, 32.8, 33.0, 45.0, 63.0, 64.3, 64.5, 78.0, 80.0]","[0.0, 10.0, 20.0, 27.5, 28.0, 31.0, 32.8, 33.0, 45.0, 63.0, 64.3, 64.5, 78.0]","[1.0, 1.5, 1.0, 3.0, 1.0, 4.0, 6.0, 1.5, 2.5, 1.0, 1.5, 1.0, 1.5]","[9, 4, 4, 7, 4, 7, 8, 4, 4, 4, 7, 3, 3]","[4, 9, 9, 4, 9, 4, 8, 9, 3, 4, 3, 2, 2]","[1.5, 1.0, 1.25, 1.0, 1.0, 1.0, nan, 0.75, 0.5, 0.5, 0.5, 0.5, 0.25]","[2.0, 1.5, 2.0, 1.0, 2.0, 1.0, nan, 1.25, 0.75, 1.0, 0.5, 0.75, 1.0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2017-11-28 08:00,36.0,3,2.0,63.0,2.0,2.0,100.9123351677189,"[158.0, 259.0414555973238, 141.8825, 149.3118667919715]","[(158.0, 12.999999999999972), (259.0414555973238, 2.0000000000000284), (141.8825, 135.0), (149.3118667919715, 20.0)]",2.0,1,4,"[1.2999999999999972, 0.20000000000000284, 13.5, 2.0]","[158.0, 259.0414555973238, 141.8825, 149.3118667919715]"
83817,"[27.0, 1.0, 2.5, 0.5, 27.0, 12.700000000000003, 0.29999999999999716, 9.0, 16.0, 6.0, 2.0]","[227.0, 292.25, 204.0, 440.0, 250.0, 192.55248685625125, 140.0, 129.10395559732385, 129.10395559732385, 149.3118667919715, 159.80269941693467]",6,0.29999999999999716,"[9.0, 16.0, 6.0, 2.0]","[27.0, 28.0, 30.5, 31.0, 58.0, 70.7, 71.0, 80.0, 96.0, 102.0, 104.0]","[0.0, 27.0, 28.0, 30.5, 31.0, 58.0, 70.7, 71.0, 80.0, 96.0, 102.0]","[2.5, 4.5, 2.0, 6.0, 3.0, 2.5, 1.0, 1.5, 1.5, 1.5, 2.0]","[4, 7, 4, 8, 4, 3, 6, 2, 2, 3, 3]","[4, 7, 4, 8, 4, 4, 6, 3, 3, 2, 2]","[0.75, 1.0, 0.5, nan, 0.5, 0.5, 3.0, 0.75, 0.5, 0.25, 0.25]","[1.0, 1.0, 1.0, nan, 0.75, 0.5, 4.0, 0.75, 1.0, 0.75, 0.75]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2017-11-28 08:00,32.0,3,2.0,71.0,2.0,2.0,100.9123351677189,"[129.10395559732385, 129.10395559732385, 149.3118667919715, 159.80269941693467]","[(129.10395559732385, 90.0), (129.10395559732385, 160.0), (149.3118667919715, 60.0), (159.80269941693467, 20.0)]",2.0,1,4,"[9.0, 16.0, 6.0, 2.0]","[129.10395559732385, 129.10395559732385, 149.3118667919715, 159.80269941693467]"
83823,"[8.0, 9.0, 2.0, 3.0, 1.0, 4.300000000000001, 2.6999999999999993, 3.0, 1.0, 4.5, 0.5, 6.5, 0.5, 2.0, 8.0, 8.0, 9.0]","[294.4375, 241.75, 158.0, 283.9375, 151.75, 182.25, 440.0, 204.0, 158.0, 293.1875, 153.5, 176.55269941693467, 250.0, 293.1875, 167.40359922257957, 129.10395559732385, 96.0]",9,4.5,"[0.5, 6.5, 0.5, 2.0, 8.0, 8.0, 9.0]","[8.0, 17.0, 19.0, 22.0, 23.0, 27.3, 30.0, 33.0, 34.0, 38.5, 39.0, 45.5, 46.0, 48.0, 56.0, 64.0, 73.0]","[0.0, 8.0, 17.0, 19.0, 22.0, 23.0, 27.3, 30.0, 33.0, 34.0, 38.5, 39.0, 45.5, 46.0, 48.0, 56.0, 64.0]","[5.0, 3.0, 1.0, 4.0, 1.0, 2.0, 6.0, 2.0, 1.0, 4.0, 1.0, 2.0, 3.0, 4.0, 2.0, 1.5, 1.0]","[7, 4, 4, 7, 4, 9, 8, 4, 4, 7, 4, 3, 4, 7, 3, 2, 2]","[9, 9, 4, 9, 9, 4, 8, 4, 4, 4, 6, 4, 4, 4, 3, 3, 1]","[1.0, 0.75, 1.0, 1.0, 1.0, 0.5, nan, 0.5, 0.75, 1.0, 1.0, 0.25, 0.5, 0.75, 0.25, 0.5, 1.0]","[1.5, 1.0, 1.15, 1.5, 1.5, 1.0, nan, 0.75, 1.0, 2.0, 2.0, 0.5, 0.75, 1.25, 0.5, 0.75, 1.25]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",2017-11-28 09:00,30.0,3,1.0,38.5,1.0,2.0,100.9123351677189,"[153.5, 176.55269941693467, 250.0, 293.1875, 167.40359922257957, 129.10395559732385, 96.0]","[(153.5, 5.0), (176.55269941693467, 65.0), (250.0, 5.0), (293.1875, 20.0), (167.40359922257957, 80.0), (129.10395559732385, 80.0), (96.0, 90.0)]",1.0,1,7,"[0.5, 6.5, 0.5, 2.0, 8.0, 8.0, 9.0]","[153.5, 176.55269941693467, 250.0, 293.1875, 167.40359922257957, 129.10395559732385, 96.0]"
83857,"[24.0, 2.0, 4.0, 1.0, 2.0, 9.0, 10.0, 19.0, 1.0]","[171.0, 293.1875, 158.0, 292.25, 158.0, 156.1325, 141.8825, 81.0, 86.0]",0,24.0,"[2.0, 4.0, 1.0, 2.0, 9.0, 10.0, 19.0, 1.0]","[24.0, 26.0, 30.0, 31.0, 33.0, 42.0, 52.0, 71.0, 72.0]","[0.0, 24.0, 26.0, 30.0, 31.0, 33.0, 42.0, 52.0, 71.0]","[1.0, 4.0, 1.0, 3.5, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, 7, 4, 7, 4, 3, 3, 1, 1]","[5, 4, 4, 7, 4, 4, 2, 1, 2]","[1.5, 1.0, 1.0, 0.5, 0.5, 0.25, 0.25, 1.0, 0.5]","[2.5, 1.5, 2.0, 1.0, 1.0, 0.75, 0.75, 2.0, 1.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]",2017-12-05 11:00,35.0,3,1.0,24.0,1.0,2.0,100.9123351677189,"[293.1875, 158.0, 292.25, 158.0, 156.1325, 141.8825, 81.0, 86.0]","[(293.1875, 20.0), (158.0, 40.0), (292.25, 10.0), (158.0, 20.0), (156.1325, 90.0), (141.8825, 100.0), (81.0, 190.0), (86.0, 10.0)]",1.0,1,8,"[2.0, 4.0, 1.0, 2.0, 9.0, 10.0, 19.0, 1.0]","[293.1875, 158.0, 292.25, 158.0, 156.1325, 141.8825, 81.0, 86.0]"
83858,"[4.0, 7.0, 8.0, 15.799999999999997, 0.20000000000000284, 11.0, 14.0, 2.0, 21.0, 21.0]","[292.25, 238.0, 250.0, 273.0, 140.0, 273.0, 262.78130651435276, 144.5, 119.0, 86.0]",3,15.799999999999997,"[0.20000000000000284, 11.0, 14.0, 2.0, 21.0, 21.0]","[4.0, 11.0, 19.0, 34.8, 35.0, 46.0, 60.0, 62.0, 83.0, 104.0]","[0.0, 4.0, 11.0, 19.0, 34.8, 35.0, 46.0, 60.0, 62.0, 83.0]","[4.0, 3.5, 3.0, 3.5, 1.0, 3.5, 3.5, 1.0, 1.5, 1.0]","[7, 9, 4, 4, 6, 4, 4, 6, 2, 1]","[7, 9, 4, 4, 6, 4, 3, 4, 2, 2]","[1.0, 0.5, 1.0, 3.0, 2.0, 1.0, 0.25, 1.0, 1.0, 0.75]","[2.0, 0.5, 1.0, 4.0, 3.0, 1.0, 0.25, 2.0, 1.0, 0.75]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2017-12-05 10:00,33.0,5,2.0,34.8,3.0,2.0,197.7469839309005,"[140.0, 273.0, 262.78130651435276, 144.5, 119.0, 86.0]","[(140.0, 2.0000000000000284), (273.0, 110.0), (262.78130651435276, 140.0), (144.5, 20.0), (119.0, 210.0), (86.0, 210.0)]",3.0,1,6,"[0.20000000000000284, 11.0, 14.0, 2.0, 21.0, 21.0]","[140.0, 273.0, 262.78130651435276, 144.5, 119.0, 86.0]"
83859,"[17.0, 6.0, 5.0, 2.0, 15.0, 2.0, 4.0, 2.0, 2.0, 17.0, 19.0, 1.0, 1.0, 9.0, 12.0, 4.0]","[241.75, 241.75, 204.0, 292.25, 273.0, 292.25, 241.75, 204.0, 292.25, 250.0, 227.0, 158.0, 287.4375, 175.60395559732385, 192.55248685625125, 144.6008998056449]",10,19.0,"[1.0, 1.0, 9.0, 12.0, 4.0]","[17.0, 23.0, 28.0, 30.0, 45.0, 47.0, 51.0, 53.0, 55.0, 72.0, 91.0, 92.0, 93.0, 102.0, 114.0, 118.0]","[0.0, 17.0, 23.0, 28.0, 30.0, 45.0, 47.0, 51.0, 53.0, 55.0, 72.0, 91.0, 92.0, 93.0, 102.0, 114.0]","[3.0, 3.0, 2.0, 3.0, 3.5, 4.0, 3.0, 2.0, 4.5, 3.0, 2.5, 1.0, 3.5, 1.5, 2.5, 2.0]","[4, 4, 4, 7, 4, 7, 4, 4, 7, 4, 4, 4, 7, 4, 3, 2]","[9, 9, 4, 7, 4, 7, 9, 4, 7, 4, 4, 4, 4, 3, 4, 3]","[2.0, 1.5, 2.0, 2.0, 1.0, 2.0, 1.0, 1.5, 2.0, 1.0, 1.0, 1.0, 0.75, 0.75, 0.5, 0.5]","[3.0, 1.5, 2.0, 2.0, 2.0, 2.0, 1.0, 1.5, 2.0, 1.5, 1.0, 1.5, 1.0, 1.0, 0.75, 1.0]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",2017-12-05 11:00,33.0,3,2.0,91.0,2.0,2.0,100.9123351677189,"[158.0, 287.4375, 175.60395559732385, 192.55248685625125, 144.6008998056449]","[(158.0, 10.0), (287.4375, 10.0), (175.60395559732385, 90.0), (192.55248685625125, 120.0), (144.6008998056449, 40.0)]",2.0,1,5,"[1.0, 1.0, 9.0, 12.0, 4.0]","[158.0, 287.4375, 175.60395559732385, 192.55248685625125, 144.6008998056449]"
83860,"[4.0, 2.0, 1.5, 0.5, 13.0, 16.0, 3.0, 12.0, 4.0, 8.0, 1.0]","[211.75, 292.25, 217.0, 440.0, 219.25, 250.0, 214.05538713582197, 204.0, 159.41582238929536, 155.51, 149.3118667919715]",7,12.0,"[4.0, 8.0, 1.0]","[4.0, 6.0, 7.5, 8.0, 21.0, 37.0, 40.0, 52.0, 56.0, 64.0, 65.0]","[0.0, 4.0, 6.0, 7.5, 8.0, 21.0, 37.0, 40.0, 52.0, 56.0, 64.0]","[2.0, 4.0, 3.0, 6.0, 2.5, 3.0, 3.0, 2.0, 1.5, 1.0, 1.5]","[4, 7, 9, 8, 4, 4, 3, 4, 3, 3, 3]","[5, 7, 9, 8, 9, 4, 4, 4, 3, 3, 2]","[1.0, 1.0, 1.0, nan, 0.5, 0.5, 0.25, 0.5, 0.25, 0.25, 0.25]","[2.0, 1.5, 2.0, nan, 1.5, 1.0, 0.5, 0.75, 0.5, 0.5, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2017-12-05 11:00,35.0,2,1.0,52.0,1.0,2.0,80.0,"[159.41582238929536, 155.51, 149.3118667919715]","[(159.41582238929536, 40.0), (155.51, 80.0), (149.3118667919715, 10.0)]",1.0,1,3,"[4.0, 8.0, 1.0]","[159.41582238929536, 155.51, 149.3118667919715]"
83863,"[18.0, 17.0, 2.0, 2.0, 1.0, 22.0, 17.0, 10.5, 0.5, 23.0, 13.0]","[154.0, 259.0, 283.9375, 154.0, 440.0, 273.0, 227.0, 273.0, 140.0, 273.0, 149.3118667919715]",7,10.5,"[0.5, 23.0, 13.0]","[18.0, 35.0, 37.0, 39.0, 40.0, 62.0, 79.0, 89.5, 90.0, 113.0, 126.0]","[0.0, 18.0, 35.0, 37.0, 39.0, 40.0, 62.0, 79.0, 89.5, 90.0, 113.0]","[1.5, 4.0, 4.0, 1.5, 6.0, 3.5, 2.5, 3.5, 1.0, 3.5, 1.5]","[9, 9, 7, 9, 8, 4, 4, 4, 6, 4, 3]","[9, 9, 9, 9, 8, 4, 4, 4, 6, 4, 2]","[0.75, 1.0, 1.0, 1.0, nan, 0.75, 0.75, 0.75, 1.0, 0.7, 0.25]","[1.25, 1.5, 1.5, 1.5, nan, 1.5, 0.75, 0.75, 2.0, 0.7, 1.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2017-12-05 11:00,30.0,2,1.0,89.5,1.0,2.0,80.0,"[140.0, 273.0, 149.3118667919715]","[(140.0, 5.0), (273.0, 230.0), (149.3118667919715, 130.0)]",1.0,1,3,"[0.5, 23.0, 13.0]","[140.0, 273.0, 149.3118667919715]"
83864,"[8.0, 2.0, 7.0, 2.0, 14.0, 1.0, 9.0, 1.0, 8.0, 3.0, 10.0, 3.0]","[232.125, 293.1875, 250.0, 293.1875, 204.0, 275.9375, 181.0, 281.6875, 158.0, 164.8118667919715, 101.0, 119.0]",6,9.0,"[1.0, 8.0, 3.0, 10.0, 3.0]","[8.0, 10.0, 17.0, 19.0, 33.0, 34.0, 43.0, 44.0, 52.0, 55.0, 65.0, 68.0]","[0.0, 8.0, 10.0, 17.0, 19.0, 33.0, 34.0, 43.0, 44.0, 52.0, 55.0, 65.0]","[2.5, 4.0, 3.0, 4.0, 2.0, 2.5, 1.5, 3.0, 1.0, 1.5, 1.0, 1.5]","[4, 7, 4, 7, 4, 7, 4, 7, 4, 3, 2, 2]","[5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2]","[1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.5, 0.75, 0.5, 0.25, 0.75, 0.5]","[2.0, 1.25, 1.5, 1.5, 1.25, 0.75, 1.0, 1.0, 0.75, 0.5, 1.5, 1.0]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",2017-12-05 11:00,28.0,5,2.0,43.0,3.0,2.0,197.7469839309005,"[281.6875, 158.0, 164.8118667919715, 101.0, 119.0]","[(281.6875, 10.0), (158.0, 80.0), (164.8118667919715, 30.0), (101.0, 100.0), (119.0, 30.0)]",3.0,1,5,"[1.0, 8.0, 3.0, 10.0, 3.0]","[281.6875, 158.0, 164.8118667919715, 101.0, 119.0]"
83866,"[20.0, 16.0, 2.0, 4.799999999999997, 0.20000000000000284, 1.0, 11.0, 12.5, 0.5, 3.0, 6.0, 6.0, 13.0, 1.0]","[227.75, 175.0, 293.1875, 154.0, 440.0, 275.9375, 204.0, 181.0, 292.25, 181.0, 158.0, 164.8118667919715, 141.8825, 181.06998247500167]",9,3.0,"[6.0, 6.0, 13.0, 1.0]","[20.0, 36.0, 38.0, 42.8, 43.0, 44.0, 55.0, 67.5, 68.0, 71.0, 77.0, 83.0, 96.0, 97.0]","[0.0, 20.0, 36.0, 38.0, 42.8, 43.0, 44.0, 55.0, 67.5, 68.0, 71.0, 77.0, 83.0, 96.0]","[3.0, 2.0, 4.0, 1.5, 6.0, 2.5, 2.0, 1.5, 2.0, 1.5, 1.0, 1.5, 1.0, 2.5]","[9, 9, 7, 9, 8, 7, 4, 4, 7, 4, 4, 3, 3, 3]","[5, 9, 4, 9, 8, 4, 4, 4, 7, 4, 4, 4, 2, 3]","[2.0, 1.0, 1.0, 1.5, nan, 1.0, 1.0, 1.0, 0.5, 0.5, 0.75, 0.5, 0.5, 0.5]","[3.0, 2.0, 1.5, 2.0, nan, 1.0, 1.25, 1.5, 0.5, 0.75, 1.25, 0.75, 1.0, 0.5]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",2017-12-05 11:00,25.0,5,3.0,71.0,3.0,2.0,197.7469839309005,"[158.0, 164.8118667919715, 141.8825, 181.06998247500167]","[(158.0, 60.0), (164.8118667919715, 60.0), (141.8825, 130.0), (181.06998247500167, 10.0)]",3.0,1,4,"[6.0, 6.0, 13.0, 1.0]","[158.0, 164.8118667919715, 141.8825, 181.06998247500167]"
83867,"[34.5, 0.5, 25.0, 4.5, 0.5, 5.0, 7.0, 23.0, 31.0]","[249.5, 440.0, 214.05538713582197, 298.9375, 158.0, 217.0, 278.6875, 159.80269941693467, 114.6275]",7,23.0,[31.0],"[34.5, 35.0, 60.0, 64.5, 65.0, 70.0, 77.0, 100.0, 131.0]","[0.0, 34.5, 35.0, 60.0, 64.5, 65.0, 70.0, 77.0, 100.0]","[3.0, 6.0, 3.0, 4.5, 1.0, 3.0, 3.5, 2.0, 1.0]","[4, 8, 3, 7, 4, 9, 7, 3, 2]","[7, 8, 4, 4, 4, 9, 9, 2, 3]","[0.5, nan, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5]","[0.5, nan, 0.5, 2.0, 2.0, 0.5, 1.0, 1.0, 2.0]","[0, 0, 0, 1, 0, 0, 1, 0, 0]",2017-12-05 11:00,32.0,4,2.0,100.0,3.0,2.0,131.83132262060033,[114.6275],"[(114.6275, 310.0)]",3.0,1,1,[31.0],[114.6275]
83868,"[6.0, 23.0, 1.0, 4.0, 23.0, 3.0]","[287.4375, 158.0, 275.9375, 204.0, 204.0, 141.8825]",1,23.0,"[1.0, 4.0, 23.0, 3.0]","[6.0, 29.0, 30.0, 34.0, 57.0, 60.0]","[0.0, 6.0, 29.0, 30.0, 34.0, 57.0]","[3.5, 1.0, 2.5, 2.0, 2.0, 1.0]","[7, 4, 7, 4, 4, 3]","[4, 4, 4, 4, 4, 2]","[1.0, 1.0, 1.5, 1.0, 1.0, 0.5]","[2.0, 1.5, 1.5, 1.5, 1.0, 1.0]","[1, 0, 1, 0, 0, 0]",2017-12-05 14:00,37.0,6,3.0,29.0,3.0,2.0,439.4377420686678,"[275.9375, 204.0, 204.0, 141.8825]","[(275.9375, 10.0), (204.0, 40.0), (204.0, 230.0), (141.8825, 30.0)]",3.0,1,4,"[1.0, 4.0, 23.0, 3.0]","[275.9375, 204.0, 204.0, 141.8825]"
83869,"[30.0, 8.0, 34.0, 23.0, 15.0, 6.0]","[204.0, 227.0, 227.0, 164.8118667919715, 101.0, 141.8825]",3,23.0,"[15.0, 6.0]","[30.0, 38.0, 72.0, 95.0, 110.0, 116.0]","[0.0, 30.0, 38.0, 72.0, 95.0, 110.0]","[2.0, 2.5, 2.5, 1.5, 1.0, 1.0]","[4, 4, 4, 3, 2, 3]","[4, 4, 4, 4, 2, 2]","[0.75, 0.08, 0.75, 0.5, 0.5, 0.5]","[1.0, 0.08, 0.75, 0.5, 0.5, 0.5]","[0, 0, 0, 0, 0, 0]",2017-12-05 12:00,38.0,3,2.0,95.0,2.0,2.0,100.9123351677189,"[101.0, 141.8825]","[(101.0, 150.0), (141.8825, 60.0)]",2.0,1,2,"[15.0, 6.0]","[101.0, 141.8825]"
83871,"[14.0, 6.0, 12.0, 4.0, 12.0, 1.0, 6.0, 7.5, 0.5, 10.0, 9.0]","[152.25, 225.25, 191.375, 293.1875, 181.0, 270.1875, 181.0, 171.0, 275.9375, 156.1325, 149.3118667919715]",7,7.5,"[0.5, 10.0, 9.0]","[14.0, 20.0, 32.0, 36.0, 48.0, 49.0, 55.0, 62.5, 63.0, 73.0, 82.0]","[0.0, 14.0, 20.0, 32.0, 36.0, 48.0, 49.0, 55.0, 62.5, 63.0, 73.0]","[1.0, 3.0, 1.5, 4.0, 1.5, 2.0, 1.5, 1.0, 2.5, 1.0, 1.5]","[9, 9, 4, 7, 4, 7, 4, 4, 7, 3, 3]","[5, 4, 5, 4, 4, 4, 4, 5, 4, 4, 2]","[1.5, 1.0, 1.5, 1.5, 1.0, 0.75, 0.75, 1.0, 0.75, 0.5, 0.5]","[2.5, 1.5, 2.0, 2.0, 1.5, 1.0, 1.0, 1.5, 0.75, 0.75, 1.0]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]",2017-12-05 14:00,39.0,3,2.0,62.5,2.0,2.0,100.9123351677189,"[275.9375, 156.1325, 149.3118667919715]","[(275.9375, 5.0), (156.1325, 100.0), (149.3118667919715, 90.0)]",2.0,1,3,"[0.5, 10.0, 9.0]","[275.9375, 156.1325, 149.3118667919715]"
83875,"[12.0, 3.0, 8.0, 10.0, 5.0, 10.0, 1.8999999999999986, 0.10000000000000142]","[210.0, 191.375, 171.0, 181.0, 101.0, 96.0, 101.0, 140.0]",2,8.0,"[10.0, 5.0, 10.0, 1.8999999999999986, 0.10000000000000142]","[12.0, 15.0, 23.0, 33.0, 38.0, 48.0, 49.9, 50.0]","[0.0, 12.0, 15.0, 23.0, 33.0, 38.0, 48.0, 49.9]","[1.0, 1.5, 1.0, 1.5, 1.0, 1.0, 1.0, 1.0]","[5, 4, 4, 4, 2, 2, 2, 6]","[5, 5, 5, 4, 2, 1, 2, 6]","[1.5, 1.5, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5]","[3.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.5, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2017-12-06 09:00,32.0,3,2.0,23.0,2.0,2.0,100.9123351677189,"[181.0, 101.0, 96.0, 101.0, 140.0]","[(181.0, 100.0), (101.0, 50.0), (96.0, 100.0), (101.0, 18.999999999999986), (140.0, 1.0000000000000142)]",2.0,1,5,"[10.0, 5.0, 10.0, 1.8999999999999986, 0.10000000000000142]","[181.0, 101.0, 96.0, 101.0, 140.0]"
83983,"[7.0, 5.0, 14.0, 5.0, 2.0, 4.0, 16.0, 14.0, 6.0]","[171.0, 217.0, 158.0, 272.9777961056527, 292.25, 155.51, 155.51, 141.8825, 96.0]",2,14.0,"[5.0, 2.0, 4.0, 16.0, 14.0, 6.0]","[7.0, 12.0, 26.0, 31.0, 33.0, 37.0, 53.0, 67.0, 73.0]","[0.0, 7.0, 12.0, 26.0, 31.0, 33.0, 37.0, 53.0, 67.0]","[1.0, 3.0, 1.0, 4.0, 4.5, 1.0, 1.0, 1.0, 1.0]","[4, 9, 4, 3, 7, 3, 3, 3, 2]","[5, 9, 4, 3, 7, 3, 3, 2, 1]","[1.5, 1.0, 1.0, 0.25, 0.5, 0.25, 0.25, 0.25, 0.5]","[3.0, 2.0, 2.0, 0.25, 1.0, 0.5, 0.25, 0.5, 1.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0]",2017-12-19 14:00,33.0,3,1.0,26.0,1.0,3.0,100.9123351677189,"[272.9777961056527, 292.25, 155.51, 155.51, 141.8825, 96.0]","[(272.9777961056527, 50.0), (292.25, 20.0), (155.51, 40.0), (155.51, 160.0), (141.8825, 140.0), (96.0, 60.0)]",1.0,1,6,"[5.0, 2.0, 4.0, 16.0, 14.0, 6.0]","[272.9777961056527, 292.25, 155.51, 155.51, 141.8825, 96.0]"
8399,"[3.0, 7.0, 14.0, 1.0, 1.0, 1.0, 3.0, 20.0, 3.0, 8.0, 1.0, 4.0, 6.0, 7.0]","[274.375, 190.75, 190.75, 260.5625, 190.75, 243.3125, 152.25, 151.75, 176.55269941693467, 156.1325, 181.06998247500167, 141.8825, 149.3118667919715, 141.8825]",5,1.0,"[3.0, 20.0, 3.0, 8.0, 1.0, 4.0, 6.0, 7.0]","[3.0, 10.0, 24.0, 25.0, 26.0, 27.0, 30.0, 50.0, 53.0, 61.0, 62.0, 66.0, 72.0, 79.0]","[0.0, 3.0, 10.0, 24.0, 25.0, 26.0, 27.0, 30.0, 50.0, 53.0, 61.0, 62.0, 66.0, 72.0]","[3.5, 1.0, 1.0, 3.0, 1.0, 2.5, 1.0, 1.0, 2.0, 1.0, 2.5, 1.0, 1.5, 1.0]","[5, 5, 5, 4, 5, 4, 9, 4, 3, 3, 3, 3, 3, 3]","[7, 9, 9, 7, 9, 7, 5, 9, 4, 4, 3, 2, 2, 2]","[2.0, 4.0, 3.0, 1.0, 2.0, 1.0, 1.5, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[3.0, 6.0, 5.0, 2.0, 3.0, 2.0, 2.5, 1.25, 0.5, 0.75, 0.5, 0.75, 0.75, 0.75]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2002-02-15 15:00,37.0,4,1.0,27.0,2.0,2.0,131.83132262060033,"[152.25, 151.75, 176.55269941693467, 156.1325, 181.06998247500167, 141.8825, 149.3118667919715, 141.8825]","[(152.25, 30.0), (151.75, 200.0), (176.55269941693467, 30.0), (156.1325, 80.0), (181.06998247500167, 10.0), (141.8825, 40.0), (149.3118667919715, 60.0), (141.8825, 70.0)]",2.0,1,8,"[3.0, 20.0, 3.0, 8.0, 1.0, 4.0, 6.0, 7.0]","[152.25, 151.75, 176.55269941693467, 156.1325, 181.06998247500167, 141.8825, 149.3118667919715, 141.8825]"
