profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,trunc_layers_above_wl,trunc_density_above_wl
77406,"[20.0, 55.0, 25.0, 5.0, 10.0, 10.0, 9.0]","[223.875, 184.0, 312.0, 202.0738495144293, 171.55269941693467, 202.0738495144293, 141.8825]",2,25.0,"[5.0, 10.0, 10.0, 9.0]","[20.0, 75.0, 100.0, 105.0, 115.0, 125.0, 134.0]","[0.0, 20.0, 75.0, 100.0, 105.0, 115.0, 125.0]","[2.5, 2.0, 4.0, 3.0, 2.0, 3.0, 1.0]","[7, 7, 7, 3, 3, 3, 3]","[5, 7, 7, 3, 7, 3, 2]","[2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.5]","[3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0, 0]",2012-04-16 09:00,32,2,1.0,100.0,1.0,3.0,80.0,"[202.0738495144293, 171.55269941693467, 202.0738495144293, 141.8825]","[(202.0738495144293, 50.0), (171.55269941693467, 100.0), (202.0738495144293, 100.0), (141.8825, 90.0)]",1.0,2,4,"[5.0, 10.0, 10.0, 9.0]","[202.0738495144293, 171.55269941693467, 202.0738495144293, 141.8825]"
77612,"[20.0, 18.0, 2.0, 46.0, 24.0, 10.0, 20.0, 12.0, 13.0]","[217.0, 204.0, 292.25, 167.40359922257957, 167.40359922257957, 114.6275, 101.0, 101.0, 90.75]",5,10.0,"[20.0, 12.0, 13.0]","[20.0, 38.0, 40.0, 86.0, 110.0, 120.0, 140.0, 152.0, 165.0]","[0.0, 20.0, 38.0, 40.0, 86.0, 110.0, 120.0, 140.0, 152.0]","[3.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[9, 4, 7, 3, 3, 2, 2, 2, 1]","[9, 4, 7, 3, 3, 3, 2, 2, 0]","[1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0]",2012-12-05 12:00,30,3,1.0,120.0,1.0,3.0,100.9123351677189,"[101.0, 101.0, 90.75]","[(101.0, 200.0), (101.0, 120.0), (90.75, 130.0)]",1.0,2,3,"[20.0, 12.0, 13.0]","[101.0, 101.0, 90.75]"
77613,"[37.0, 28.0, 45.0, 19.0, 18.0, 13.0, 26.0, 16.0, 12.0]","[250.0, 250.0, 296.0, 278.73334707923954, 202.0738495144293, 167.40359922257957, 119.0, 101.0, 81.0]",5,13.0,"[26.0, 16.0, 12.0]","[37.0, 65.0, 110.0, 129.0, 147.0, 160.0, 186.0, 202.0, 214.0]","[0.0, 37.0, 65.0, 110.0, 129.0, 147.0, 160.0, 186.0, 202.0]","[3.0, 3.0, 4.0, 4.0, 3.0, 2.0, 1.5, 1.0, 1.0]","[4, 4, 4, 3, 3, 3, 2, 2, 1]","[4, 4, 4, 4, 3, 3, 2, 2, 1]","[1.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0]","[2.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2012-12-05 11:00,31,2,2.0,160.0,1.0,3.0,80.0,"[119.0, 101.0, 81.0]","[(119.0, 260.0), (101.0, 160.0), (81.0, 120.0)]",1.0,2,3,"[26.0, 16.0, 12.0]","[119.0, 101.0, 81.0]"
77614,"[18.0, 3.0, 65.0, 10.0]","[175.0, 296.0, 101.0, 86.0]",0,18.0,"[3.0, 65.0, 10.0]","[18.0, 21.0, 86.0, 96.0]","[0.0, 18.0, 21.0, 86.0]","[2.0, 4.0, 1.0, 1.0]","[9, 4, 2, 1]","[9, 4, 2, 2]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[0, 0, 0, 0]",2012-12-05 11:45,38,2,2.0,20.0,1.0,3.0,80.0,"[296.0, 101.0, 86.0]","[(296.0, 30.0), (101.0, 650.0), (86.0, 100.0)]",1.0,2,3,"[3.0, 65.0, 10.0]","[296.0, 101.0, 86.0]"
77621,"[28.0, 5.0, 9.0, 9.0, 27.0, 20.0, 17.0]","[184.0, 292.25, 204.0, 167.40359922257957, 155.51, 86.0, 81.0]",2,9.0,"[9.0, 27.0, 20.0, 17.0]","[28.0, 33.0, 42.0, 51.0, 78.0, 98.0, 115.0]","[0.0, 28.0, 33.0, 42.0, 51.0, 78.0, 98.0]","[2.0, 4.0, 2.0, 2.0, 1.0, 1.0, 1.0]","[7, 7, 4, 3, 3, 1, 1]","[7, 7, 4, 3, 3, 2, 1]","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 2.0]","[1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 2.0]","[0, 1, 0, 0, 0, 0, 0]",2012-12-06 11:00,31,2,2.0,42.0,1.0,3.0,80.0,"[167.40359922257957, 155.51, 86.0, 81.0]","[(167.40359922257957, 90.0), (155.51, 270.0), (86.0, 200.0), (81.0, 170.0)]",1.0,2,4,"[9.0, 27.0, 20.0, 17.0]","[167.40359922257957, 155.51, 86.0, 81.0]"
77633,"[2.0, 8.0, 15.0, 23.0, 29.0, 38.0, 24.0, 15.0]","[197.0, 204.0, 326.42346393368337, 169.30269941693467, 161.51749561875042, 221.84391954305838, 119.0, 96.0]",5,38.0,"[24.0, 15.0]","[2.0, 10.0, 25.0, 48.0, 77.0, 115.0, 139.0, 154.0]","[0.0, 2.0, 10.0, 25.0, 48.0, 77.0, 115.0, 139.0]","[1.0, 2.0, 4.5, 2.0, 2.5, 3.5, 1.5, 1.0]","[5, 4, 3, 3, 2, 3, 2, 2]","[4, 4, 3, 9, 3, 2, 2, 1]","[2.0, 1.0, 0.2, 0.5, 0.5, 0.2, 0.5, 0.7]","[2.5, 1.5, 0.5, 1.0, 1.5, 0.5, 1.0, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0]",2012-12-08 09:00,30,2,1.0,115.0,1.0,4.0,80.0,"[119.0, 96.0]","[(119.0, 240.0), (96.0, 150.0)]",1.0,2,2,"[24.0, 15.0]","[119.0, 96.0]"
77753,"[6.0, 8.0, 7.0, 34.0, 24.0, 5.0, 14.0, 2.0]","[281.6875, 204.0, 227.0, 202.0738495144293, 194.8508998056449, 283.9375, 181.06998247500167, 96.0]",4,24.0,"[5.0, 14.0, 2.0]","[6.0, 14.0, 21.0, 55.0, 79.0, 84.0, 98.0, 100.0]","[0.0, 6.0, 14.0, 21.0, 55.0, 79.0, 84.0, 98.0]","[3.0, 2.0, 2.5, 3.0, 2.0, 4.0, 2.5, 1.0]","[7, 4, 4, 3, 4, 7, 3, 2]","[4, 4, 4, 3, 3, 9, 3, 1]","[4.0, 2.5, 1.5, 0.25, 0.5, 1.0, 0.25, 1.0]","[5.0, 3.0, 2.0, 0.5, 0.75, 1.5, 0.5, 1.5]","[1, 0, 0, 0, 0, 1, 0, 0]",2012-12-18 11:00,36,3,1.0,79.0,1.0,3.0,100.9123351677189,"[283.9375, 181.06998247500167, 96.0]","[(283.9375, 50.0), (181.06998247500167, 140.0), (96.0, 20.0)]",1.0,2,3,"[5.0, 14.0, 2.0]","[283.9375, 181.06998247500167, 96.0]"
77768,"[5.0, 15.0, 68.0, 11.0, 23.0, 21.0, 1.0]","[191.375, 204.0, 273.0, 202.0738495144293, 159.41582238929536, 105.75, 90.75]",4,23.0,"[21.0, 1.0]","[5.0, 20.0, 88.0, 99.0, 122.0, 143.0, 144.0]","[0.0, 5.0, 20.0, 88.0, 99.0, 122.0, 143.0]","[1.5, 2.0, 3.5, 3.0, 1.5, 1.0, 1.0]","[4, 4, 4, 3, 3, 2, 1]","[5, 4, 4, 3, 3, 0, 0]","[1.5, 1.0, 0.5, 0.5, 0.25, 0.5, 1.0]","[2.0, 1.5, 1.0, 0.5, 0.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0, 0]",2012-12-19 15:00,34,2,2.0,122.0,1.0,3.0,80.0,"[105.75, 90.75]","[(105.75, 210.0), (90.75, 10.0)]",1.0,2,2,"[21.0, 1.0]","[105.75, 90.75]"
77794,"[66.0, 4.0, 37.0, 2.0, 1.0, 20.0, 20.0, 5.0]","[196.0, 204.0, 181.06998247500167, 167.40359922257957, 202.0738495144293, 149.3118667919715, 96.0, 144.6008998056449]",6,20.0,[5.0],"[161.0, 165.0, 202.0, 204.0, 205.0, 225.0, 245.0, 250.0]","[95.0, 161.0, 165.0, 202.0, 204.0, 205.0, 225.0, 245.0]","[2.5, 2.0, 2.5, 2.0, 3.0, 1.5, 1.0, 2.0]","[9, 4, 3, 3, 3, 3, 2, 2]","[9, 4, 3, 3, 3, 2, 1, 3]","[0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0]","[1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2012-12-23 14:45,35,2,2.0,245.0,1.0,3.0,80.0,[144.6008998056449],"[(144.6008998056449, 50.0)]",1.0,2,1,[5.0],[144.6008998056449]
78047,"[57.0, 37.0, 37.0, 5.0, 29.0, 1.0]","[272.9777961056527, 272.9777961056527, 202.0738495144293, 250.0, 155.51, 101.0]",3,5.0,"[29.0, 1.0]","[57.0, 94.0, 131.0, 136.0, 165.0, 166.0]","[0.0, 57.0, 94.0, 131.0, 136.0, 165.0]","[4.0, 4.0, 3.0, 3.0, 1.0, 1.0]","[3, 3, 3, 4, 3, 2]","[3, 3, 3, 4, 3, 2]","[0.2, 0.2, 0.2, 0.5, 0.5, 1.0]","[0.5, 0.5, 0.5, 1.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]",2013-01-17 10:00,33,3,1.0,136.0,1.0,3.0,100.9123351677189,"[155.51, 101.0]","[(155.51, 290.0), (101.0, 10.0)]",1.0,2,2,"[29.0, 1.0]","[155.51, 101.0]"
78167,"[15.0, 20.0, 30.0, 15.0, 30.0, 55.0, 15.0, 20.0]","[175.0, 217.0, 217.0, 205.80538713582197, 202.0738495144293, 272.9777961056527, 144.6008998056449, 101.0]",6,15.0,[20.0],"[15.0, 35.0, 65.0, 80.0, 110.0, 165.0, 180.0, 200.0]","[0.0, 15.0, 35.0, 65.0, 80.0, 110.0, 165.0, 180.0]","[2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 2.0, 1.0]","[9, 9, 9, 3, 3, 3, 2, 2]","[9, 9, 9, 9, 3, 3, 3, 2]","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0]","[1.5, 1.5, 1.5, 1.5, 0.5, 0.5, 1.5, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2013-01-29 10:00,41,2,2.0,180.0,1.0,3.0,80.0,[101.0],"[(101.0, 200.0)]",1.0,2,1,[20.0],[101.0]
78183,"[5.0, 35.0, 10.0, 10.0, 32.0, 23.0, 5.5, 1.5, 32.5, 0.5, 8.0, 2.5, 1.5]","[286.75, 246.75, 171.125, 225.25, 264.25, 241.75, 174.25, 262.9375, 174.25, 440.0, 96.0, 114.6275, 294.4375]",10,8.0,"[2.5, 1.5]","[5.0, 40.0, 50.0, 60.0, 92.0, 115.0, 120.5, 122.0, 154.5, 155.0, 163.0, 165.5, 167.0]","[0.0, 5.0, 40.0, 50.0, 60.0, 92.0, 115.0, 120.5, 122.0, 154.5, 155.0, 163.0, 165.5]","[4.0, 3.5, 1.5, 3.0, 3.5, 3.0, 1.5, 2.0, 1.5, 6.0, 1.0, 1.0, 5.0]","[4, 9, 9, 9, 4, 4, 4, 7, 4, 8, 2, 2, 7]","[9, 4, 5, 4, 9, 9, 9, 9, 9, 8, 1, 3, 9]","[0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, nan, 1.0, 0.5, 1.0]","[1.0, 1.5, 3.0, 2.0, 1.0, 1.25, 1.5, 2.5, 1.25, nan, 3.0, 1.5, 2.5]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",2013-01-31 12:00,38,2,1.0,163.0,1.0,3.0,80.0,"[114.6275, 294.4375]","[(114.6275, 25.0), (294.4375, 15.0)]",1.0,2,2,"[2.5, 1.5]","[114.6275, 294.4375]"
78203,"[40.0, 5.0, 44.5, 0.5, 19.0, 1.0, 5.0, 2.0, 12.0]","[250.0, 290.2444490264132, 202.0738495144293, 140.0, 181.06998247500167, 232.12522605741117, 194.8508998056449, 292.25, 81.0]",3,0.5,"[19.0, 1.0, 5.0, 2.0, 12.0]","[40.0, 45.0, 89.5, 90.0, 109.0, 110.0, 115.0, 117.0, 129.0]","[0.0, 40.0, 45.0, 89.5, 90.0, 109.0, 110.0, 115.0, 117.0]","[3.0, 4.0, 3.0, 1.0, 2.5, 3.5, 2.0, 3.0, 1.0]","[4, 4, 3, 6, 3, 3, 4, 7, 1]","[4, 3, 3, 6, 3, 3, 3, 7, 1]","[2.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 2.0, 2.0]","[2.5, 1.5, 0.8, 1.0, 8.0, 1.5, 1.0, 3.0, 2.5]","[0, 0, 0, 0, 0, 0, 0, 1, 0]",2013-02-01 08:00,33,3,1.0,90.0,1.0,3.0,100.9123351677189,"[181.06998247500167, 232.12522605741117, 194.8508998056449, 292.25, 81.0]","[(181.06998247500167, 190.0), (232.12522605741117, 10.0), (194.8508998056449, 50.0), (292.25, 20.0), (81.0, 120.0)]",1.0,2,5,"[19.0, 1.0, 5.0, 2.0, 12.0]","[181.06998247500167, 232.12522605741117, 194.8508998056449, 292.25, 81.0]"
78512,"[3.0, 7.0, 8.0, 4.0, 6.0, 4.0, 13.0, 6.0, 8.0, 9.0, 12.0, 4.5, 0.5]","[212.125, 210.0, 220.0, 222.5, 196.75, 212.125, 204.0, 171.0, 219.25, 204.0, 175.60395559732385, 158.0, 159.41582238929536]",6,13.0,"[6.0, 8.0, 9.0, 12.0, 4.5, 0.5]","[3.0, 10.0, 18.0, 22.0, 28.0, 32.0, 45.0, 51.0, 59.0, 68.0, 80.0, 84.5, 85.0]","[0.0, 3.0, 10.0, 18.0, 22.0, 28.0, 32.0, 45.0, 51.0, 59.0, 68.0, 80.0, 84.5]","[1.5, 1.0, 2.0, 1.5, 2.0, 1.5, 2.0, 1.0, 2.5, 2.0, 1.5, 1.0, 1.5]","[5, 5, 5, 5, 4, 5, 4, 4, 4, 4, 4, 4, 3]","[4, 5, 9, 5, 9, 4, 4, 5, 9, 4, 3, 4, 3]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.25]","[3.0, 5.0, 2.0, 5.0, 2.0, 4.0, 3.0, 2.0, 1.5, 1.5, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2013-03-05 10:30,28,5,2.0,45.0,3.0,1.0,197.7469839309005,"[171.0, 219.25, 204.0, 175.60395559732385, 158.0, 159.41582238929536]","[(171.0, 60.0), (219.25, 80.0), (204.0, 90.0), (175.60395559732385, 120.0), (158.0, 45.0), (159.41582238929536, 5.0)]",3.0,2,6,"[6.0, 8.0, 9.0, 12.0, 4.5, 0.5]","[171.0, 219.25, 204.0, 175.60395559732385, 158.0, 159.41582238929536]"
78639,"[5.0, 40.0, 43.0, 25.0, 1.0, 16.0, 25.0, 3.0, 2.0, 2.0, 8.0, 34.0, 1.0]","[191.375, 273.0, 250.0, 214.05538713582197, 440.0, 215.51749561875042, 181.0, 292.25, 130.25, 292.25, 132.0, 104.0, 292.25]",7,3.0,"[2.0, 2.0, 8.0, 34.0, 1.0]","[5.0, 45.0, 88.0, 113.0, 114.0, 130.0, 155.0, 158.0, 160.0, 162.0, 170.0, 204.0, 205.0]","[0.0, 5.0, 45.0, 88.0, 113.0, 114.0, 130.0, 155.0, 158.0, 160.0, 162.0, 170.0, 204.0]","[1.5, 3.5, 3.0, 3.0, 6.0, 2.5, 1.5, 5.0, 1.0, 4.5, 2.0, 1.5, 4.0]","[4, 4, 4, 3, 8, 4, 4, 7, 6, 7, 2, 1, 7]","[5, 4, 4, 4, 8, 3, 4, 7, 2, 7, 1, 2, 7]","[2.0, 1.5, 1.0, 0.8, nan, 0.8, 1.5, 1.5, 2.0, 1.5, 1.0, 1.5, 1.0]","[3.0, 2.5, 1.5, 1.0, nan, 1.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.5, 1.5]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",2013-03-22 08:00,28,3,1.0,158.0,1.0,3.0,100.9123351677189,"[130.25, 292.25, 132.0, 104.0, 292.25]","[(130.25, 20.0), (292.25, 20.0), (132.0, 80.0), (104.0, 340.0), (292.25, 10.0)]",1.0,2,5,"[2.0, 2.0, 8.0, 34.0, 1.0]","[130.25, 292.25, 132.0, 104.0, 292.25]"
78644,"[60.0, 24.0, 15.0, 4.0, 2.0, 45.0, 8.0]","[223.875, 270.1875, 167.40359922257957, 155.51, 312.0, 144.6008998056449, 86.0]",5,45.0,[8.0],"[60.0, 84.0, 99.0, 103.0, 105.0, 150.0, 158.0]","[0.0, 60.0, 84.0, 99.0, 103.0, 105.0, 150.0]","[2.5, 2.0, 2.0, 1.0, 4.0, 2.0, 1.0]","[7, 7, 3, 3, 7, 2, 1]","[5, 4, 3, 3, 7, 3, 2]","[3.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0]","[3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0]","[0, 1, 0, 0, 0, 0, 0]",2013-03-25 08:30,32,2,1.0,150.0,1.0,3.0,80.0,[86.0],"[(86.0, 80.0)]",1.0,2,1,[8.0],[86.0]
78690,"[20.0, 51.0, 4.0, 14.0, 4.0, 11.0, 6.0]","[247.5, 227.25, 298.9375, 174.55248685625125, 287.4319490264132, 86.0, 114.0]",4,4.0,"[11.0, 6.0]","[20.0, 71.0, 75.0, 89.0, 93.0, 104.0, 110.0]","[0.0, 20.0, 71.0, 75.0, 89.0, 93.0, 104.0]","[2.5, 2.0, 4.5, 2.5, 4.0, 1.0, 1.5]","[5, 5, 7, 3, 7, 1, 2]","[5, 4, 4, 2, 3, 2, 1]","[4.0, 2.0, 1.0, 0.5, 1.0, 1.0, 0.5]","[8.0, 4.0, 2.0, 1.0, 1.5, 2.0, 1.0]","[0, 0, 1, 0, 1, 0, 0]",2013-03-30 10:00,38,2,1.0,93.0,1.0,3.0,80.0,"[86.0, 114.0]","[(86.0, 110.0), (114.0, 60.0)]",1.0,2,2,"[11.0, 6.0]","[86.0, 114.0]"
78937,"[13.0, 7.0, 19.0, 10.0, 2.0, 27.0, 1.0, 4.0]","[181.0, 292.25, 181.06998247500167, 194.8508998056449, 181.06998247500167, 181.0, 181.06998247500167, 81.0]",-1,,[],"[13.0, 20.0, 39.0, 49.0, 51.0, 78.0, 79.0, 83.0]","[0.0, 13.0, 20.0, 39.0, 49.0, 51.0, 78.0, 79.0]","[1.5, 3.0, 2.5, 2.0, 2.5, 1.5, 2.5, 1.0]","[4, 7, 3, 4, 3, 4, 3, 1]","[4, 7, 3, 3, 3, 4, 3, 1]","[1.0, 1.0, 0.25, 0.5, 0.25, 1.0, 0.5, 1.0]","[2.0, 3.0, 0.5, 1.0, 0.5, 2.0, 0.5, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0]",2013-12-01 11:15,35,7,0.0,83.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
78949,"[2.0, 3.0, 20.0, 45.0, 14.0, 16.0]","[292.25, 204.0, 214.05538713582197, 167.40359922257957, 167.40359922257957, 194.80538713582197]",-1,,[],"[2.0, 5.0, 25.0, 70.0, 84.0, 100.0]","[0.0, 2.0, 5.0, 25.0, 70.0, 84.0]","[4.0, 2.0, 3.0, 2.0, 2.0, 3.0]","[7, 4, 3, 3, 3, 3]","[7, 4, 4, 3, 3, 2]","[3.0, 1.0, 0.5, 0.2, 0.5, 0.5]","[3.0, 2.0, 1.0, 0.5, 0.5, 0.5]","[1, 0, 0, 0, 0, 0]",2013-12-03 11:00,43,7,0.0,100.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
79039,"[11.0, 6.0, 8.0, 11.0, 10.0, 9.0, 12.0, 7.0, 12.0, 4.0, 2.0]","[259.0, 250.0, 204.0, 227.0, 204.0, 204.0, 227.0, 204.0, 232.12522605741117, 214.05538713582197, 157.3775]",-1,,[],"[11.0, 17.0, 25.0, 36.0, 46.0, 55.0, 67.0, 74.0, 86.0, 90.0, 92.0]","[0.0, 11.0, 17.0, 25.0, 36.0, 46.0, 55.0, 67.0, 74.0, 86.0, 90.0]","[4.0, 3.0, 2.0, 2.5, 2.0, 2.0, 2.5, 2.0, 3.5, 3.0, 1.0]","[9, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4]","[9, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3]","[2.0, 0.5, 1.0, 1.0, 1.5, 1.5, 1.5, 1.0, 0.25, 0.25, 0.5]","[3.0, 1.0, 1.5, 1.5, 2.0, 1.5, 1.5, 1.5, 0.5, 0.5, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2013-12-16 08:30,38,7,0.0,92.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
79044,"[3.0, 11.0, 3.0, 8.0, 15.0, 26.0, 6.0, 2.0, 2.0, 1.0]","[123.25, 357.25, 211.0, 294.4375, 268.25, 151.75, 139.25, 160.75, 151.75, 158.0]",-1,,[],"[3.0, 14.0, 17.0, 25.0, 40.0, 66.0, 72.0, 74.0, 76.0, 77.0]","[0.0, 3.0, 14.0, 17.0, 25.0, 40.0, 66.0, 72.0, 74.0, 76.0]","[1.0, 5.0, 2.5, 5.0, 4.0, 1.0, 1.0, 1.5, 1.0, 1.0]","[7, 7, 7, 7, 9, 4, 9, 9, 4, 4]","[9, 9, 9, 9, 4, 9, 4, 4, 9, 4]","[1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[3.0, 2.5, 2.5, 2.5, 2.0, 2.0, 2.0, 2.0, 2.0, 1.5]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2013-12-16 11:15,37,7,0.0,77.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
79070,"[12.0, 1.0, 15.0, 1.0, 5.0, 10.0, 4.0, 3.0, 1.0, 1.0, 2.0, 7.0]","[222.5, 440.0, 273.4375, 269.5, 273.4375, 240.25, 211.0, 281.6875, 211.75, 440.0, 225.25, 115.25]",-1,,[],"[12.0, 13.0, 28.0, 29.0, 34.0, 44.0, 48.0, 51.0, 52.0, 53.0, 55.0, 62.0]","[0.0, 12.0, 13.0, 28.0, 29.0, 34.0, 44.0, 48.0, 51.0, 52.0, 53.0, 55.0]","[1.5, 6.0, 3.0, 3.5, 3.0, 3.0, 2.5, 3.0, 2.0, 6.0, 3.0, 1.0]","[5, 8, 7, 7, 7, 7, 7, 7, 4, 8, 9, 2]","[5, 8, 9, 9, 9, 9, 9, 4, 5, 8, 4, 4]","[3.0, nan, 2.0, 1.0, 1.0, 1.0, 1.5, 1.5, 1.5, nan, 1.0, 0.5]","[4.0, nan, 3.0, 1.5, 2.5, 3.0, 3.0, 2.5, 2.5, nan, 1.5, 1.5]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2013-12-24 10:30,35,7,0.0,62.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
79280,"[14.0, 1.0, 33.0, 13.0, 23.0, 5.0, 9.0, 1.0]","[292.25, 120.0, 181.0, 290.2444490264132, 181.06998247500167, 232.12522605741117, 101.0, 144.6008998056449]",-1,,[],"[14.0, 15.0, 48.0, 61.0, 84.0, 89.0, 98.0, 99.0]","[0.0, 14.0, 15.0, 48.0, 61.0, 84.0, 89.0, 98.0]","[4.0, 1.0, 1.5, 4.0, 2.5, 3.5, 1.0, 2.0]","[7, 0, 4, 4, 3, 3, 2, 2]","[7, 0, 4, 3, 3, 3, 2, 3]","[1.0, 2.0, 1.0, 0.5, 5.0, 0.25, 1.0, 0.5]","[2.0, 2.0, 2.0, 0.5, 5.0, 0.5, 1.0, 1.0]","[1, 0, 0, 0, 0, 0, 0, 0]",2014-01-12 14:15,30,7,0.0,99.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
79329,"[8.0, 16.0, 38.0, 44.0, 24.0, 3.0, 34.0, 15.0]","[292.25, 214.05538713582197, 192.55248685625125, 167.40359922257957, 155.51, 167.40359922257957, 141.8825, 167.40359922257957]",6,34.0,[15.0],"[8.0, 24.0, 62.0, 106.0, 130.0, 133.0, 167.0, 182.0]","[0.0, 8.0, 24.0, 62.0, 106.0, 130.0, 133.0, 167.0]","[1.0, 3.0, 2.5, 2.0, 1.0, 2.0, 1.0, 2.0]","[7, 3, 3, 3, 3, 3, 3, 3]","[7, 4, 4, 3, 3, 3, 2, 3]","[2.0, 0.5, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25]","[4.0, 0.5, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25]","[1, 0, 0, 0, 0, 0, 0, 0]",2014-01-16 09:15,34,3,1.0,167.0,1.0,3.0,100.9123351677189,[167.40359922257957],"[(167.40359922257957, 150.0)]",1.0,2,1,[15.0],[167.40359922257957]
79353,"[31.0, 40.0, 15.0, 14.0, 7.0, 13.0, 15.0, 15.0]","[214.05538713582197, 232.12522605741117, 202.0738495144293, 192.55248685625125, 202.0738495144293, 119.0, 129.6008998056449, 81.0]",5,13.0,"[15.0, 15.0]","[31.0, 71.0, 86.0, 100.0, 107.0, 120.0, 135.0, 150.0]","[0.0, 31.0, 71.0, 86.0, 100.0, 107.0, 120.0, 135.0]","[3.0, 3.5, 3.0, 2.5, 3.0, 1.5, 2.0, 1.0]","[3, 3, 3, 3, 3, 2, 1, 1]","[4, 3, 3, 4, 3, 2, 3, 1]","[0.5, 0.25, 0.25, 0.5, 0.25, 1.0, 0.5, 1.0]","[0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2014-01-17 11:00,43,2,1.0,120.0,1.0,3.0,80.0,"[129.6008998056449, 81.0]","[(129.6008998056449, 150.0), (81.0, 150.0)]",1.0,2,2,"[15.0, 15.0]","[129.6008998056449, 81.0]"
79431,"[27.0, 60.0, 50.0, 10.0, 5.0, 35.0]","[272.9777961056527, 192.55248685625125, 214.05538713582197, 202.0738495144293, 137.0, 81.0]",4,5.0,[35.0],"[27.0, 87.0, 137.0, 147.0, 152.0, 187.0]","[0.0, 27.0, 87.0, 137.0, 147.0, 152.0]","[4.0, 2.5, 3.0, 3.0, 2.0, 1.0]","[3, 3, 3, 3, 2, 1]","[3, 4, 4, 3, 2, 1]","[0.25, 0.5, 0.5, 0.5, 1.0, 1.0]","[0.5, 1.0, 0.5, 0.5, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]",2014-01-27 15:00,39,2,1.0,152.0,1.0,3.0,80.0,[81.0],"[(81.0, 350.0)]",1.0,2,1,[35.0],[81.0]
