profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,trunc_layers_above_wl,trunc_density_above_wl
5472,"[31.0, 31.0, 15.0, 11.0, 1.0, 10.0, 3.9000000000000057, 0.09999999999999432, 9.0, 8.799999999999997, 0.20000000000000284]","[210.0, 211.75, 238.0, 151.75, 286.75, 144.6008998056449, 194.80538713582197, 140.0, 256.98334707923954, 86.0, 140.0]",7,0.09999999999999432,"[9.0, 8.799999999999997, 0.20000000000000284]","[31.0, 62.0, 77.0, 88.0, 89.0, 99.0, 102.9, 103.0, 112.0, 120.8, 121.0]","[0.0, 31.0, 62.0, 77.0, 88.0, 89.0, 99.0, 102.9, 103.0, 112.0, 120.8]","[1.0, 2.0, 3.5, 1.0, 4.0, 2.0, 3.0, 1.0, 4.0, 1.0, 1.0]","[5, 4, 9, 4, 4, 2, 3, 6, 3, 1, 6]","[5, 5, 9, 9, 9, 3, 2, 6, 2, 2, 6]","[3.0, 1.0, 1.0, 1.0, 1.0, 0.25, 0.25, 1.0, 0.25, 0.5, 2.0]","[6.0, 4.0, 1.0, 2.0, 1.0, 1.0, 0.75, 1.0, 0.5, 3.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2005-03-11 11:00,36,2,1.0,103.0,1.0,3.0,80.0,"[256.98334707923954, 86.0, 140.0]","[(256.98334707923954, 90.0), (86.0, 87.99999999999997), (140.0, 2.0000000000000284)]",1.0,2,3,"[9.0, 8.799999999999997, 0.20000000000000284]","[256.98334707923954, 86.0, 140.0]"
55850,"[51.0, 11.0, 17.0, 22.0, 5.0, 1.0, 19.0, 5.0, 5.0, 1.0, 1.0, 1.0, 32.0]","[272.5, 196.75, 278.73334707923954, 241.75, 250.0, 278.73334707923954, 176.55269941693467, 272.9777961056527, 181.06998247500167, 167.40359922257957, 167.40359922257957, 202.0738495144293, 101.0]",4,5.0,"[1.0, 19.0, 5.0, 5.0, 1.0, 1.0, 1.0, 32.0]","[51.0, 62.0, 79.0, 101.0, 106.0, 107.0, 126.0, 131.0, 136.0, 137.0, 138.0, 139.0, 171.0]","[0.0, 51.0, 62.0, 79.0, 101.0, 106.0, 107.0, 126.0, 131.0, 136.0, 137.0, 138.0, 139.0]","[3.5, 2.0, 4.0, 3.0, 3.0, 4.0, 2.0, 4.0, 2.5, 2.0, 2.0, 3.0, 1.0]","[5, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2]","[5, 9, 4, 9, 4, 4, 4, 3, 3, 3, 3, 3, 2]","[4.0, 2.0, 0.5, 2.0, 1.0, 0.5, 0.5, 0.5, 0.25, 0.5, 0.5, 0.25, 0.5]","[4.0, 3.0, 1.5, 2.0, 2.0, 1.5, 1.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2009-03-07 14:30,32,3,1.0,106.0,1.0,3.0,100.9123351677189,"[278.73334707923954, 176.55269941693467, 272.9777961056527, 181.06998247500167, 167.40359922257957, 167.40359922257957, 202.0738495144293, 101.0]","[(278.73334707923954, 10.0), (176.55269941693467, 190.0), (272.9777961056527, 50.0), (181.06998247500167, 50.0), (167.40359922257957, 10.0), (167.40359922257957, 10.0), (202.0738495144293, 10.0), (101.0, 320.0)]",1.0,2,8,"[1.0, 19.0, 5.0, 5.0, 1.0, 34.0]","[278.73334707923954, 176.55269941693467, 272.9777961056527, 181.06998247500167, 167.40359922257957, 156.82581624566964]"
56850,"[70.0, 8.0, 12.0, 15.0, 5.0, 10.0, 2.0, 8.0, 22.0, 13.0, 10.0, 9.0, 1.0]","[248.0, 292.25, 292.25, 184.0, 296.0, 278.73334707923954, 292.25, 272.9777961056527, 248.0, 202.0738495144293, 296.0, 278.73334707923954, 342.0]",9,13.0,"[10.0, 9.0, 1.0]","[70.0, 78.0, 90.0, 105.0, 110.0, 120.0, 122.0, 130.0, 152.0, 165.0, 175.0, 184.0, 185.0]","[0.0, 70.0, 78.0, 90.0, 105.0, 110.0, 120.0, 122.0, 130.0, 152.0, 165.0, 175.0, 184.0]","[3.0, 5.0, 3.0, 2.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 4.0, 5.0]","[7, 7, 7, 7, 4, 3, 7, 3, 7, 3, 4, 3, 4]","[7, 7, 7, 7, 4, 4, 7, 3, 7, 3, 4, 4, 4]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 1.0, 1.0, 0.5, 2.0, 0.5, 1.0, 0.5, 2.0, 2.0, 1.0]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2009-03-15 09:30,40,3,1.0,165.0,1.0,3.0,100.9123351677189,"[296.0, 278.73334707923954, 342.0]","[(296.0, 100.0), (278.73334707923954, 90.0), (342.0, 10.0)]",1.0,2,3,"[10.0, 9.0, 1.0]","[296.0, 278.73334707923954, 342.0]"
5772,"[10.0, 18.0, 14.0, 25.0, 20.0]","[171.0, 192.55248685625125, 174.55248685625125, 119.0, 101.0]",1,18.0,"[14.0, 25.0, 20.0]","[10.0, 28.0, 42.0, 67.0, 87.0]","[0.0, 10.0, 28.0, 42.0, 67.0]","[1.0, 2.5, 2.5, 1.5, 1.0]","[4, 3, 3, 2, 2]","[5, 4, 2, 2, 2]","[2.0, 0.5, 0.5, 1.0, 1.0]","[4.0, 2.0, 0.5, 1.0, 1.0]","[0, 0, 0, 0, 0]",2004-12-27 11:00,36,3,1.0,28.0,1.0,3.5,100.9123351677189,"[174.55248685625125, 119.0, 101.0]","[(174.55248685625125, 140.0), (119.0, 250.0), (101.0, 200.0)]",1.0,2,3,"[14.0, 25.0, 20.0]","[174.55248685625125, 119.0, 101.0]"
58070,"[39.0, 17.0, 30.0, 9.0, 14.0, 6.0, 8.0, 2.0, 5.0, 8.0, 1.0, 8.0, 3.0]","[273.0, 250.0, 319.0, 227.0, 211.75, 222.5, 191.375, 250.0, 204.0, 250.0, 204.0, 227.0, 250.0]",11,8.0,[3.0],"[39.0, 56.0, 86.0, 95.0, 109.0, 115.0, 123.0, 125.0, 130.0, 138.0, 139.0, 147.0, 150.0]","[0.0, 39.0, 56.0, 86.0, 95.0, 109.0, 115.0, 123.0, 125.0, 130.0, 138.0, 139.0, 147.0]","[3.5, 3.0, 4.5, 2.5, 2.0, 1.5, 1.5, 3.0, 2.0, 3.0, 2.0, 2.5, 3.0]","[4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4]","[4, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 4, 4]","[1.0, 1.5, 0.8, 2.0, 3.0, 3.0, 2.0, 1.5, 1.2, 1.0, 1.0, 1.2, 1.0]","[2.0, 2.0, 1.2, 2.5, 4.0, 4.0, 3.0, 2.0, 1.2, 1.5, 2.0, 1.2, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2009-03-27 10:00,35,2,3.0,147.0,1.0,3.0,80.0,[250.0],"[(250.0, 30.0)]",1.0,2,1,[3.0],[250.0]
5842,"[7.0, 36.0, 2.0, 10.0, 10.0, 21.0]","[274.375, 171.0, 250.0, 158.0, 129.10395559732385, 86.0]",3,10.0,"[10.0, 21.0]","[7.0, 43.0, 45.0, 55.0, 65.0, 86.0]","[0.0, 7.0, 43.0, 45.0, 55.0, 65.0]","[3.5, 1.0, 3.0, 1.0, 1.5, 1.0]","[5, 4, 4, 4, 2, 1]","[7, 5, 4, 4, 3, 2]","[1.0, 1.0, 0.5, 0.5, 0.25, 0.5]","[3.0, 5.0, 1.0, 1.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]",2005-01-21 15:00,31,1,1.0,55.0,1.0,3.0,0.0,"[129.10395559732385, 86.0]","[(129.10395559732385, 100.0), (86.0, 210.0)]",1.0,2,2,"[10.0, 21.0]","[129.10395559732385, 86.0]"
5843,"[12.0, 53.0, 16.0, 3.0, 16.0]","[304.6875, 122.0, 191.0, 122.0, 191.0]",3,3.0,[16.0],"[12.0, 65.0, 81.0, 84.0, 100.0]","[0.0, 12.0, 65.0, 81.0, 84.0]","[5.0, 2.0, 3.5, 2.0, 3.5]","[7, 1, 2, 1, 2]","[4, 2, 2, 2, 2]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0]",2005-01-25 13:00,37,3,1.0,84.0,1.0,3.0,100.9123351677189,[191.0],"[(191.0, 160.0)]",1.0,2,1,[16.0],[191.0]
5946,"[19.0, 10.0, 13.0, 16.0, 8.0, 2.0, 3.0, 23.0, 6.0, 1.0, 47.0, 2.0, 5.0, 7.0, 9.0]","[210.0, 262.9375, 190.75, 190.75, 204.0, 250.0, 144.5, 268.25, 204.0, 140.0, 202.0738495144293, 169.30269941693467, 155.51, 159.41582238929536, 81.0]",9,1.0,"[47.0, 2.0, 5.0, 7.0, 9.0]","[19.0, 29.0, 42.0, 58.0, 66.0, 68.0, 71.0, 94.0, 100.0, 101.0, 148.0, 150.0, 155.0, 162.0, 171.0]","[0.0, 19.0, 29.0, 42.0, 58.0, 66.0, 68.0, 71.0, 94.0, 100.0, 101.0, 148.0, 150.0, 155.0, 162.0]","[1.0, 2.0, 1.0, 1.0, 2.0, 3.0, 1.0, 4.0, 2.0, 1.0, 3.0, 2.0, 1.0, 1.5, 1.0]","[5, 7, 5, 5, 4, 4, 6, 9, 4, 6, 3, 3, 3, 3, 1]","[5, 9, 9, 9, 4, 4, 4, 4, 4, 6, 3, 9, 3, 3, 1]","[0.5, 0.5, 0.5, 0.5, 0.25, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.25, 0.5]","[5.0, 1.0, 1.5, 2.0, 1.0, 0.5, 2.0, 1.5, 1.5, 1.5, 0.25, 0.5, 0.25, 0.5, 1.5]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2006-02-26 12:30,37,5,2.0,101.0,3.0,1.0,197.7469839309005,"[202.0738495144293, 169.30269941693467, 155.51, 159.41582238929536, 81.0]","[(202.0738495144293, 470.0), (169.30269941693467, 20.0), (155.51, 50.0), (159.41582238929536, 70.0), (81.0, 90.0)]",3.0,2,5,"[47.0, 2.0, 5.0, 7.0, 9.0]","[202.0738495144293, 169.30269941693467, 155.51, 159.41582238929536, 81.0]"
5951,"[11.0, 10.0, 1.0, 9.0, 3.0, 44.0, 7.0, 7.0, 11.0, 3.0, 2.0, 8.0, 8.0, 4.0, 10.0, 6.0]","[210.0, 152.25, 296.0, 202.0738495144293, 250.0, 167.40359922257957, 250.0, 167.40359922257957, 167.40359922257957, 182.25, 155.51, 182.25, 177.25, 146.6325, 146.6325, 101.0]",12,8.0,"[4.0, 10.0, 6.0]","[11.0, 21.0, 22.0, 31.0, 34.0, 78.0, 85.0, 92.0, 103.0, 106.0, 108.0, 116.0, 124.0, 128.0, 138.0, 144.0]","[0.0, 11.0, 21.0, 22.0, 31.0, 34.0, 78.0, 85.0, 92.0, 103.0, 106.0, 108.0, 116.0, 124.0, 128.0, 138.0]","[1.0, 1.0, 4.0, 3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0]","[5, 9, 4, 3, 4, 3, 4, 3, 3, 9, 3, 9, 9, 3, 3, 2]","[5, 5, 4, 3, 4, 3, 4, 3, 3, 4, 3, 4, 7, 7, 7, 2]","[0.5, 0.5, 0.5, 0.25, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25]","[4.0, 0.5, 1.5, 0.25, 1.0, 2.0, 1.0, 1.0, 0.5, 1.5, 0.5, 1.5, 1.0, 0.5, 0.5, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2006-04-02 11:30,39,4,2.0,124.0,3.0,1.0,131.83132262060033,"[146.6325, 146.6325, 101.0]","[(146.6325, 40.0), (146.6325, 100.0), (101.0, 60.0)]",3.0,2,3,"[4.0, 10.0, 6.0]","[146.6325, 146.6325, 101.0]"
59630,"[14.0, 14.0, 22.0, 9.0, 29.0, 33.0, 2.0, 18.0, 6.0, 5.0, 2.0]","[181.0, 273.0, 250.0, 204.0, 273.0, 227.25, 293.1875, 227.0, 204.0, 194.8508998056449, 181.0]",6,2.0,"[18.0, 6.0, 5.0, 2.0]","[14.0, 28.0, 50.0, 59.0, 88.0, 121.0, 123.0, 141.0, 147.0, 152.0, 154.0]","[0.0, 14.0, 28.0, 50.0, 59.0, 88.0, 121.0, 123.0, 141.0, 147.0, 152.0]","[1.5, 3.5, 3.0, 2.0, 3.5, 2.0, 4.0, 2.5, 2.0, 2.0, 1.5]","[4, 4, 4, 4, 4, 5, 7, 4, 4, 4, 4]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4]","[1.0, 1.5, 2.0, 2.0, 1.5, 2.0, 1.0, 1.5, 0.5, 0.3, 1.0]","[1.0, 1.5, 2.0, 2.0, 1.5, 2.0, 1.5, 2.0, 0.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2009-04-07 09:45,35,6,3.0,123.0,3.0,1.0,439.4377420686678,"[227.0, 204.0, 194.8508998056449, 181.0]","[(227.0, 180.0), (204.0, 60.0), (194.8508998056449, 50.0), (181.0, 20.0)]",3.0,2,4,"[18.0, 6.0, 5.0, 2.0]","[227.0, 204.0, 194.8508998056449, 181.0]"
5974,"[14.0, 20.0, 31.0, 9.0, 1.0, 7.0, 1.0, 0.5]","[212.125, 273.0, 171.0, 181.0, 250.0, 158.0, 238.01846237860732, 140.0]",1,20.0,"[31.0, 9.0, 1.0, 7.0, 1.0, 0.5]","[14.0, 34.0, 65.0, 74.0, 75.0, 82.0, 83.0, 83.5]","[0.0, 14.0, 34.0, 65.0, 74.0, 75.0, 82.0, 83.0]","[1.5, 3.5, 1.0, 1.5, 3.0, 1.0, 3.0, 1.0]","[5, 4, 4, 4, 4, 4, 4, 6]","[4, 4, 5, 4, 4, 4, 3, 6]","[1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.25, 0.5]","[7.0, 1.5, 2.0, 1.0, 1.5, 1.5, 0.5, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0]",2006-01-15 11:20,37,5,2.0,34.0,3.0,1.0,197.7469839309005,"[171.0, 181.0, 250.0, 158.0, 238.01846237860732, 140.0]","[(171.0, 310.0), (181.0, 90.0), (250.0, 10.0), (158.0, 70.0), (238.01846237860732, 10.0), (140.0, 5.0)]",3.0,2,6,"[31.0, 9.0, 1.0, 7.0, 1.0, 0.5]","[171.0, 181.0, 250.0, 158.0, 238.01846237860732, 140.0]"
5977,"[16.0, 17.0, 45.0, 11.0, 1.0, 10.0, 19.0]","[296.0, 250.0, 286.75, 213.26846237860732, 272.9777961056527, 181.06998247500167, 272.9777961056527]",5,10.0,[19.0],"[16.0, 33.0, 78.0, 89.0, 90.0, 100.0, 119.0]","[0.0, 16.0, 33.0, 78.0, 89.0, 90.0, 100.0]","[4.0, 3.0, 4.0, 3.0, 4.0, 2.5, 4.0]","[4, 4, 4, 9, 3, 3, 3]","[4, 4, 9, 3, 3, 3, 3]","[0.5, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25]","[2.0, 2.0, 1.0, 1.0, 0.5, 0.25, 0.25]","[0, 0, 0, 0, 0, 0, 0]",2006-01-31 10:30,35,4,2.0,100.0,3.0,1.0,131.83132262060033,[272.9777961056527],"[(272.9777961056527, 190.0)]",3.0,2,1,[19.0],[272.9777961056527]
5978,"[35.0, 27.0, 5.0, 1.0, 25.0, 9.0, 8.0, 6.0, 8.0, 5.0, 25.0]","[232.12522605741117, 326.42346393368337, 175.0, 292.25, 196.75, 272.9777961056527, 169.30269941693467, 202.0738495144293, 159.41582238929536, 326.42346393368337, 114.6275]",6,8.0,"[6.0, 8.0, 5.0, 25.0]","[35.0, 62.0, 67.0, 68.0, 93.0, 102.0, 110.0, 116.0, 124.0, 129.0, 154.0]","[0.0, 35.0, 62.0, 67.0, 68.0, 93.0, 102.0, 110.0, 116.0, 124.0, 129.0]","[3.5, 4.5, 2.0, 5.0, 2.0, 4.0, 2.0, 3.0, 1.5, 4.5, 1.0]","[3, 3, 9, 7, 4, 3, 3, 3, 3, 3, 2]","[3, 3, 9, 7, 9, 3, 9, 3, 3, 3, 3]","[0.5, 0.5, 0.5, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[1.0, 1.0, 1.5, 3.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.25, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2006-02-13 10:00,42,4,3.0,110.0,3.0,1.0,131.83132262060033,"[202.0738495144293, 159.41582238929536, 326.42346393368337, 114.6275]","[(202.0738495144293, 60.0), (159.41582238929536, 80.0), (326.42346393368337, 50.0), (114.6275, 250.0)]",3.0,2,4,"[6.0, 8.0, 5.0, 25.0]","[202.0738495144293, 159.41582238929536, 326.42346393368337, 114.6275]"
5979,"[20.0, 24.0, 4.0, 4.0, 1.0, 21.0, 8.0, 1.0, 1.0]","[171.0, 273.0, 174.25, 241.75, 292.25, 202.0738495144293, 167.40359922257957, 140.0, 81.0]",-1,,[],"[20.0, 44.0, 48.0, 52.0, 53.0, 74.0, 82.0, 83.0, 84.0]","[0.0, 20.0, 44.0, 48.0, 52.0, 53.0, 74.0, 82.0, 83.0]","[1.0, 3.5, 1.5, 3.0, 4.5, 3.0, 2.0, 1.5, 1.0]","[4, 4, 4, 4, 7, 3, 3, 6, 1]","[5, 4, 9, 9, 7, 3, 3, 6, 1]","[1.0, 1.0, 1.0, 0.5, 0.5, 0.25, 0.25, 0.5, 1.0]","[3.0, 2.0, 2.0, 1.5, 0.5, 0.25, 0.25, 2.5, 1.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0]",2006-02-28 11:15,38,4,2.0,0.0,3.0,1.0,131.83132262060033,[],[],3.0,2,0,[],[]
60070,"[35.0, 25.0, 35.0, 30.0, 24.0, 1.0, 17.0, 9.0, 3.0, 5.0, 2.5, 0.5]","[222.25, 211.0, 187.5, 218.75, 222.25, 248.5, 192.55248685625125, 169.30269941693467, 292.25, 196.75, 152.0, 264.4375]",4,24.0,"[1.0, 17.0, 9.0, 3.0, 5.0, 2.5, 0.5]","[35.0, 60.0, 95.0, 125.0, 149.0, 150.0, 167.0, 176.0, 179.0, 184.0, 186.5, 187.0]","[0.0, 35.0, 60.0, 95.0, 125.0, 149.0, 150.0, 167.0, 176.0, 179.0, 184.0, 186.5]","[2.0, 2.5, 1.0, 2.5, 2.0, 3.0, 2.5, 2.0, 2.5, 2.0, 1.5, 1.5]","[5, 7, 5, 7, 5, 7, 3, 3, 7, 7, 7, 7]","[7, 9, 7, 4, 7, 4, 4, 9, 7, 5, 7, 4]","[2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.5, 1.0]","[4.0, 2.5, 3.0, 3.0, 2.0, 2.0, 0.5, 1.0, 2.0, 2.0, 2.5, 2.5]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",2009-04-14 16:00,32,6,3.0,149.0,3.0,1.0,439.4377420686678,"[248.5, 192.55248685625125, 169.30269941693467, 292.25, 196.75, 152.0, 264.4375]","[(248.5, 10.0), (192.55248685625125, 170.0), (169.30269941693467, 90.0), (292.25, 30.0), (196.75, 50.0), (152.0, 25.0), (264.4375, 5.0)]",3.0,2,7,"[1.0, 17.0, 9.0, 3.0, 5.0, 3.0]","[248.5, 192.55248685625125, 169.30269941693467, 292.25, 196.75, 208.21875]"
60670,"[3.0, 12.0, 167.0, 2.0, 30.0, 33.0, 4.0, 47.0, 5.0, 9.0]","[318.0, 248.0, 248.0, 248.0, 248.0, 248.0, 184.0, 184.0, 120.0, 248.5]",8,5.0,[9.0],"[3.0, 15.0, 182.0, 184.0, 214.0, 247.0, 251.0, 298.0, 303.0, 312.0]","[0.0, 3.0, 15.0, 182.0, 184.0, 214.0, 247.0, 251.0, 298.0, 303.0]","[5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0]","[5, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[4, 7, 7, 7, 7, 7, 7, 7, 7, 4]","[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]","[4.0, 4.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2009-04-21 11:00,34,5,2.0,303.0,3.0,1.0,197.7469839309005,[248.5],"[(248.5, 90.0)]",3.0,2,1,[9.0],[248.5]
60671,"[3.0, 12.0, 167.0, 2.0, 30.0, 33.0, 4.0, 47.0, 5.0, 9.0]","[318.0, 248.0, 248.0, 248.0, 248.0, 248.0, 248.0, 184.0, 120.0, 248.0]",8,5.0,[9.0],"[3.0, 15.0, 182.0, 184.0, 214.0, 247.0, 251.0, 298.0, 303.0, 312.0]","[0.0, 3.0, 15.0, 182.0, 184.0, 214.0, 247.0, 251.0, 298.0, 303.0]","[5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 3.0]","[5, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[4, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]","[4.0, 4.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2009-04-21 11:00,34,5,2.0,303.0,3.0,1.0,197.7469839309005,[248.0],"[(248.0, 90.0)]",3.0,2,1,[9.0],[248.0]
6070,"[6.0, 29.0, 16.0, 14.0, 34.900000000000006, 0.09999999999999432, 30.0, 10.0, 8.0]","[210.0, 227.0, 232.12522605741117, 180.26846237860732, 137.0, 140.0, 137.0, 114.0, 81.0]",6,30.0,"[10.0, 8.0]","[6.0, 35.0, 51.0, 65.0, 99.9, 100.0, 130.0, 140.0, 148.0]","[0.0, 6.0, 35.0, 51.0, 65.0, 99.9, 100.0, 130.0, 140.0]","[1.0, 2.5, 3.5, 3.0, 2.0, 1.0, 2.0, 1.5, 1.0]","[5, 4, 3, 2, 2, 6, 2, 2, 1]","[5, 4, 3, 3, 2, 6, 2, 1, 1]","[3.0, 1.0, 0.5, 0.5, 0.7, 2.0, 0.7, 1.0, 2.0]","[5.0, 1.5, 0.5, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2006-03-03 12:45,33,2,2.0,130.0,1.0,3.0,80.0,"[114.0, 81.0]","[(114.0, 100.0), (81.0, 80.0)]",1.0,2,2,"[10.0, 8.0]","[114.0, 81.0]"
6166,"[10.0, 5.0, 6.0, 37.0, 4.0, 2.0]","[289.1875, 197.0, 164.8118667919715, 144.6008998056449, 194.80538713582197, 81.0]",1,5.0,"[6.0, 37.0, 4.0, 2.0]","[10.0, 15.0, 21.0, 58.0, 62.0, 64.0]","[0.0, 10.0, 15.0, 21.0, 58.0, 62.0]","[4.5, 1.0, 1.5, 2.0, 3.0, 1.0]","[7, 5, 3, 2, 3, 1]","[9, 4, 4, 3, 2, 1]","[1.0, 2.0, 0.25, 0.25, 0.25, 2.0]","[2.0, 4.0, 1.0, 1.0, 0.5, 2.0]","[1, 0, 0, 0, 0, 0]",2005-12-13 10:10,34,2,1.0,15.0,1.0,3.0,80.0,"[164.8118667919715, 144.6008998056449, 194.80538713582197, 81.0]","[(164.8118667919715, 60.0), (144.6008998056449, 370.0), (194.80538713582197, 40.0), (81.0, 20.0)]",1.0,2,4,"[6.0, 37.0, 4.0, 2.0]","[164.8118667919715, 144.6008998056449, 194.80538713582197, 81.0]"
6224,"[18.0, 25.0, 2.0, 13.0, 2.0, 30.0, 10.0, 1.0, 2.0, 49.0]","[367.5, 296.0, 367.5, 308.0, 304.6875, 225.25, 311.25, 202.0738495144293, 367.5, 173.0]",8,2.0,[49.0],"[18.0, 43.0, 45.0, 58.0, 60.0, 90.0, 100.0, 101.0, 103.0, 152.0]","[0.0, 18.0, 43.0, 45.0, 58.0, 60.0, 90.0, 100.0, 101.0, 103.0]","[5.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 3.0, 5.0, 3.0]","[7, 4, 7, 7, 7, 9, 9, 3, 7, 2]","[4, 4, 4, 4, 4, 4, 4, 3, 4, 2]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.4]","[2.0, 1.5, 2.5, 1.0, 1.5, 1.5, 2.0, 0.4, 2.0, 0.6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2006-02-19 11:46,35,2,1.0,103.0,1.0,3.0,80.0,[173.0],"[(173.0, 490.0)]",1.0,2,1,[49.0],[173.0]
6397,"[5.0, 23.0, 1.0, 9.0, 32.0, 1.0, 9.0, 58.5, 0.5]","[252.5, 296.0, 292.25, 250.0, 250.0, 292.25, 158.0, 167.40359922257957, 292.25]",6,9.0,"[58.5, 0.5]","[5.0, 28.0, 29.0, 38.0, 70.0, 71.0, 80.0, 138.5, 139.0]","[0.0, 5.0, 28.0, 29.0, 38.0, 70.0, 71.0, 80.0, 138.5]","[3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 1.0, 2.0, 3.0]","[4, 4, 7, 4, 4, 7, 4, 3, 7]","[5, 4, 7, 4, 4, 7, 4, 3, 7]","[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.5, 2.0]","[2.0, 1.5, 3.0, 1.5, 2.0, 3.0, 1.5, 1.0, 3.0]","[0, 0, 1, 0, 0, 1, 0, 0, 1]",2006-01-31 09:30,30,3,1.0,80.0,1.0,3.0,100.9123351677189,"[167.40359922257957, 292.25]","[(167.40359922257957, 585.0), (292.25, 5.0)]",1.0,2,2,"[58.5, 0.5]","[167.40359922257957, 292.25]"
6502,"[7.0, 30.0, 13.0, 12.0, 4.0, 2.0, 14.0, 15.0]","[210.0, 250.0, 250.0, 204.0, 156.1325, 272.9777961056527, 180.26846237860732, 180.26846237860732]",3,12.0,"[4.0, 2.0, 14.0, 15.0]","[7.0, 37.0, 50.0, 62.0, 66.0, 68.0, 82.0, 97.0]","[0.0, 7.0, 37.0, 50.0, 62.0, 66.0, 68.0, 82.0]","[1.0, 3.0, 3.0, 2.0, 1.0, 4.0, 3.0, 3.0]","[5, 4, 4, 4, 3, 3, 2, 2]","[5, 4, 4, 4, 4, 3, 3, 3]","[2.0, 1.5, 1.0, 0.5, 0.5, 0.5, 0.3, 0.5]","[3.0, 2.0, 2.0, 1.0, 1.0, 0.5, 0.5, 0.8]","[0, 0, 0, 0, 0, 0, 0, 0]",2006-01-20 11:15,36,2,1.0,62.0,1.0,3.0,80.0,"[156.1325, 272.9777961056527, 180.26846237860732, 180.26846237860732]","[(156.1325, 40.0), (272.9777961056527, 20.0), (180.26846237860732, 140.0), (180.26846237860732, 150.0)]",1.0,2,4,"[4.0, 2.0, 14.0, 15.0]","[156.1325, 272.9777961056527, 180.26846237860732, 180.26846237860732]"
